numeric1,numeric2,numeric3,numeric4,numeric5,numeric6,numeric7,numeric8,numeric9,numeric10,numeric11,numeric12,numeric13,numeric14,numeric15,numeric16,numeric17,numeric18,numeric19,numeric20,class
0.041984,0.113449,0.307198,0.301992,0.78583,0.870515,0.37977,0.616261,0.113006,0.634191,0.673616,0.31988,0.267956,0.347558,0.953274,0.107086,0.250786,0.55007,0.848482,0.639896,1 
0.94581,0.370199,0.213301,0.061476,0.209651,0.769417,0.265448,0.747618,0.483281,0.06109,0.37341,0.408276,0.325361,0.693693,0.270065,0.820082,0.503504,0.909836,0.288905,0.795948,1 
0.925603,0.170893,0.942589,0.479314,0.745112,0.171614,0.793458,0.68829,0.432186,0.859902,0.10174,0.828881,0.466832,0.124022,0.179588,0.846699,0.580739,0.71283,0.727719,0.792986,0 
0.151218,0.51416,0.686284,0.843491,0.433674,0.532357,0.292763,0.027659,0.808302,0.777994,0.107048,0.500831,0.112212,0.811127,0.737497,0.923547,0.42993,0.864038,0.881646,0.399782,1 
0.423239,0.310211,0.081395,0.469862,0.395586,0.743362,0.284841,0.854021,0.806782,0.083679,0.905612,0.998995,0.880473,0.937977,0.575389,0.992744,0.279889,0.906308,0.196468,0.081345,1 
0.566622,0.649631,0.218588,0.847293,0.302678,0.311463,0.287875,0.089882,0.207841,0.321025,0.545653,0.586046,0.742359,0.696169,0.890984,0.203983,0.849247,0.711505,0.463202,0.292075,0 
0.36099,0.200418,0.449328,0.872065,0.752195,0.819247,0.07613,0.928143,0.502762,0.317745,0.307748,0.002558,0.325365,0.231967,0.337157,0.383531,0.906591,0.444086,0.43339,0.402734,1 
0.612796,0.738196,0.086335,0.747254,0.819786,0.82197,0.67703,0.234936,0.139646,0.28114,0.093779,0.202184,0.838597,0.587057,0.813041,0.509731,0.166465,0.587167,0.968925,0.184616,0 
0.151407,0.874078,0.846257,0.885518,0.652752,0.050938,0.049576,0.703809,0.110351,0.189176,0.324027,0.294136,0.480583,0.709233,0.634034,0.966028,0.307151,0.505713,0.64174,0.161974,1 
0.739097,0.385484,0.169591,0.69762,0.57894,0.790544,0.580099,0.24615,0.12061,0.337061,0.260653,0.811666,0.619867,0.917814,0.562428,0.355259,0.729142,0.987326,0.609797,0.312722,1 
0.124245,0.177293,0.370289,0.474246,0.852147,0.57451,0.255027,0.584191,0.63705,0.834285,0.305698,0.062912,0.496214,0.799418,0.716512,0.452862,0.537523,0.448146,0.038211,0.547609,1 
0.737524,0.804011,0.916097,0.675129,0.831683,0.90644,0.625171,0.275632,0.187859,0.062894,0.982853,0.739447,0.679514,0.381758,0.443393,0.451856,0.126915,0.019728,0.307964,0.129533,1 
0.832614,0.668241,0.020563,0.82714,0.101731,0.550618,0.462218,0.442853,0.408088,0.604835,0.004647,0.158033,0.043992,0.586494,0.83939,0.008933,0.674466,0.542304,0.759568,0.707316,0 
0.206005,0.476516,0.1388,0.902009,0.77542,0.061039,0.325461,0.3049,0.466109,0.924543,0.050323,0.492561,0.567077,0.396693,0.731764,0.738626,0.804325,0.58069,0.755132,0.932261,0 
0.99469,0.280669,0.901432,0.494491,0.999008,0.620008,0.105461,0.216857,0.684468,0.152496,0.634566,0.115823,0.845285,0.890313,0.596663,0.72153,0.676324,0.951128,0.409721,0.70096,1 
0.446071,0.461206,0.494845,0.353262,0.473348,0.942183,0.991192,0.308931,0.376435,0.656303,0.733367,0.714732,0.833761,0.288172,0.080544,0.292705,0.772093,0.90071,0.441479,0.924285,1 
0.981148,0.318738,0.500676,0.82951,0.642826,0.965783,0.218381,0.986494,0.15875,0.707932,0.650697,0.167775,0.961585,0.44319,0.515988,0.857858,0.703583,0.015578,0.2199,0.360208,1 
0.33008,0.530317,0.743676,0.602149,0.066184,0.299726,0.399105,0.502559,0.27162,0.459047,0.958301,0.279966,0.451749,0.757256,0.077666,0.747583,0.451997,0.149934,0.252756,0.467002,1 
0.008457,0.599648,0.764408,0.613751,0.379193,0.923823,0.206368,0.545566,0.738751,0.620941,0.220794,0.358218,0.382684,0.352924,0.010393,0.163893,0.559362,0.164941,0.044578,0.433605,1 
0.92313,0.583391,0.131912,0.507775,0.185861,0.448675,0.692255,0.298107,0.533229,0.711422,0.629391,0.279029,0.767511,0.449149,0.678562,0.098464,0.940516,0.044926,0.483204,0.525354,1 
0.448208,0.810423,0.941331,0.995331,0.172892,0.332773,0.55438,0.716099,0.279291,0.478049,0.609963,0.150572,0.697657,0.293666,0.034876,0.708464,0.159998,0.017891,0.665812,0.646011,1 
0.894837,0.026675,0.502642,0.498681,0.731353,0.826368,0.23275,0.853171,0.415577,0.135441,0.944765,0.902701,0.399267,0.68914,0.486215,0.023539,0.226391,0.648106,0.361972,0.560912,0 
0.912627,0.39528,0.418994,0.118873,0.390043,0.06499,0.81778,0.911424,0.172163,0.363962,0.952048,0.1511,0.883838,0.116033,0.045561,0.026457,0.195871,0.490681,0.128644,0.551319,0 
0.00612,0.060063,0.976814,0.456351,0.416765,0.670058,0.380089,0.337462,0.171735,0.607894,0.803922,0.475746,0.738755,0.702249,0.101329,0.100114,0.147261,0.801297,0.440676,0.376445,1 
0.026422,0.539984,0.024713,0.07606,0.026773,0.429877,0.49384,0.701503,0.954469,0.083285,0.130191,0.82905,0.498928,0.817878,0.109056,0.565075,0.392637,0.978878,0.080234,0.307353,0 
0.206157,0.062963,0.304349,0.452545,0.751866,0.131334,0.417751,0.2976,0.246738,0.05898,0.654529,0.145468,0.967472,0.882979,0.015292,0.544466,0.120527,0.884764,0.439757,0.665871,0 
0.045138,0.069587,0.513807,0.055708,0.669148,0.390991,0.621579,0.384427,0.345486,0.408913,0.739261,0.362111,0.811398,0.067132,0.259679,0.687033,0.03302,0.929065,0.33536,0.751844,1 
0.124669,0.520516,0.232663,0.844347,0.365212,0.393775,0.100697,0.74879,0.573148,0.149558,0.376124,0.978778,0.747527,0.931584,0.768575,0.354352,0.933607,0.843162,0.401302,0.2735,0 
0.730152,0.325978,0.217809,0.822284,0.719521,0.788345,0.207593,0.817983,0.372221,0.673502,0.352769,0.986075,0.654342,0.718104,0.452205,0.734606,0.649315,0.366892,0.140966,0.408411,1 
0.994671,0.181566,0.490228,0.480862,0.830012,0.610245,0.546437,0.872259,0.254134,0.668436,0.048421,0.471687,0.99728,0.923265,0.347238,0.983081,0.128734,0.669802,0.245972,0.416463,0 
0.140485,0.341618,0.075301,0.901744,0.674459,0.007295,0.82553,0.015197,0.493794,0.27042,0.566958,0.477619,0.037932,0.012665,0.707779,0.908438,0.046766,0.197894,0.862394,0.301432,0 
0.290881,0.389778,0.232853,0.025438,0.402897,0.726234,0.442327,0.447377,0.169209,0.841093,0.701842,0.725102,0.411912,0.626686,0.04018,0.924036,0.767452,0.790626,0.081707,0.374256,0 
0.251579,0.875904,0.518043,0.103625,0.489395,0.78544,0.986856,0.257763,0.884833,0.880596,0.544695,0.649111,0.805642,0.407704,0.30068,0.965016,0.067975,0.347489,0.063966,0.708721,1 
0.618906,0.779332,0.050318,0.647345,0.335753,0.505656,0.791731,0.397372,0.287807,0.991251,0.397945,0.790863,0.63908,0.63823,0.229807,0.834568,0.609969,0.039317,0.861849,0.399285,0 
0.561192,0.130535,0.935039,0.258279,0.315175,0.098917,0.130598,0.731257,0.288007,0.491664,0.031856,0.984345,0.869386,0.220288,0.083553,0.986712,0.758485,0.056543,0.206575,0.230922,0 
0.640382,0.776578,0.881036,0.586798,0.670763,0.325503,0.671738,0.077524,0.725826,0.246691,0.237407,0.941908,0.269833,0.148401,0.838766,0.078169,0.99452,0.164935,0.240358,0.852326,1 
0.092572,0.210307,0.687199,0.29817,0.141641,0.319516,0.32968,0.936052,0.095879,0.525807,0.068819,0.79411,0.80873,0.531896,0.298803,0.728302,0.843716,0.898932,0.434926,0.806515,0 
0.069227,0.599063,0.432384,0.347243,0.678825,0.55577,0.725052,0.184772,0.830321,0.230729,0.143216,0.870476,0.054912,0.40676,0.405396,0.813818,0.951905,0.063496,0.721758,0.816806,1 
0.455069,0.645735,0.895259,0.062122,0.133417,0.084013,0.061545,0.37783,0.572223,0.642713,0.869758,0.52051,0.869339,0.043172,0.47378,0.293874,0.677386,0.337487,0.177107,0.551347,1 
0.024145,0.693352,0.954373,0.518806,0.351496,0.591043,0.358743,0.417613,0.827481,0.930759,0.516717,0.068262,0.006625,0.201828,0.010568,0.011415,0.340343,0.174886,0.453479,0.695813,1 
0.872332,0.54391,0.473611,0.451443,0.693054,0.567126,0.640693,0.291608,0.372953,0.034051,0.59237,0.068925,0.645806,0.820572,0.247426,0.148017,0.071592,0.884736,0.529124,0.551596,1 
0.272557,0.803024,0.464305,0.486812,0.606619,0.850179,0.872497,0.265224,0.819061,0.185254,0.114189,0.892413,0.296427,0.922342,0.528552,0.022213,0.035811,0.736539,0.258258,0.545738,1 
0.338254,0.183997,0.132702,0.816821,0.536678,0.099508,0.160808,0.403174,0.776842,0.275865,0.97071,0.296527,0.984029,0.126331,0.226033,0.715213,0.668702,0.184858,0.647067,0.98907,0 
0.151101,0.108273,0.770071,0.529284,0.117795,0.31046,0.989028,0.554694,0.162419,0.480657,0.741594,0.071298,0.108378,0.016276,0.924583,0.58314,0.463024,0.83526,0.754236,0.150456,0 
0.310823,0.12378,0.32265,0.704898,0.31732,0.322169,0.044117,0.981842,0.286168,0.055295,0.033766,0.036266,0.888287,0.773145,0.215775,0.071325,0.765201,0.583235,0.619564,0.227744,0 
0.19787,0.128498,0.889754,0.057321,0.927844,0.392642,0.509307,0.635282,0.51931,0.999541,0.615157,0.653924,0.858628,0.914041,0.571768,0.383934,0.002201,0.448616,0.660429,0.089954,0 
0.604028,0.133662,0.340744,0.34343,0.581057,0.318754,0.545656,0.688444,0.507454,0.338038,0.38246,0.285213,0.468168,0.694981,0.429663,0.481101,0.747672,0.000031,0.543177,0.740456,1 
0.781528,0.329314,0.715193,0.002271,0.256428,0.263301,0.065262,0.328609,0.108611,0.111465,0.485436,0.656942,0.441079,0.732257,0.810006,0.575986,0.056786,0.917298,0.635212,0.307309,0 
0.387982,0.524523,0.07548,0.493947,0.091143,0.417059,0.810069,0.972442,0.472452,0.792949,0.747701,0.436181,0.210515,0.675421,0.516584,0.785581,0.551046,0.174187,0.773391,0.004647,1 
0.821234,0.059672,0.423332,0.477188,0.523223,0.273593,0.964464,0.796264,0.182785,0.125068,0.581914,0.325971,0.210916,0.844451,0.345838,0.976904,0.789459,0.679528,0.867127,0.536178,1 
0.262477,0.625362,0.017151,0.603591,0.161974,0.870885,0.19261,0.023677,0.948105,0.747921,0.872538,0.913112,0.409396,0.324511,0.219556,0.851801,0.817274,0.539852,0.245485,0.927927,0 
0.457418,0.685847,0.109788,0.5508,0.805275,0.601215,0.328635,0.022092,0.809528,0.540184,0.802178,0.681534,0.111535,0.424935,0.510074,0.893341,0.799293,0.594244,0.573864,0.74607,1 
0.471221,0.220346,0.139762,0.101323,0.968067,0.281872,0.196477,0.545644,0.120509,0.35278,0.010135,0.875166,0.255514,0.495513,0.33194,0.973982,0.006298,0.231199,0.914162,0.334945,1 
0.17871,0.900517,0.156105,0.015524,0.041149,0.72593,0.894141,0.521541,0.425613,0.539304,0.448516,0.968067,0.454236,0.44851,0.044498,0.879448,0.538691,0.682408,0.636587,0.159367,0 
0.539084,0.475697,0.9819,0.08706,0.614469,0.133446,0.532451,0.677235,0.34888,0.349651,0.345938,0.378952,0.194791,0.445036,0.7508,0.882647,0.140134,0.436341,0.943665,0.754705,0 
0.775579,0.752691,0.045954,0.725407,0.615471,0.974194,0.401287,0.718789,0.608863,0.183734,0.056477,0.131891,0.266346,0.395022,0.436266,0.446055,0.72386,0.048245,0.195601,0.984411,0 
0.366446,0.749261,0.113134,0.517346,0.342903,0.269094,0.675743,0.461718,0.416573,0.317545,0.696286,0.619777,0.117974,0.758072,0.905397,0.76018,0.091783,0.740655,0.963044,0.856201,0 
0.863644,0.695165,0.746686,0.465174,0.991571,0.249873,0.090262,0.558402,0.712192,0.91799,0.371851,0.092213,0.743866,0.829765,0.477769,0.74854,0.866682,0.878436,0.706955,0.56734,1 
0.263639,0.395433,0.121913,0.643381,0.377787,0.873536,0.701096,0.666331,0.216887,0.316263,0.402502,0.845848,0.620135,0.507595,0.909392,0.682222,0.990784,0.868197,0.396412,0.118416,1 
0.393959,0.592623,0.128037,0.840706,0.720778,0.446574,0.081153,0.882888,0.827835,0.944077,0.069695,0.232922,0.175416,0.621545,0.041671,0.841083,0.508288,0.778974,0.317525,0.285171,0 
0.549675,0.368131,0.54366,0.360962,0.512045,0.673383,0.046109,0.035092,0.467582,0.05291,0.086678,0.522729,0.266722,0.286335,0.247569,0.733821,0.744909,0.00941,0.800334,0.969443,0 
0.415715,0.307188,0.451154,0.543674,0.712719,0.784202,0.296845,0.95665,0.113093,0.33347,0.174576,0.350881,0.152538,0.385747,0.843226,0.245602,0.424261,0.63623,0.59538,0.962905,1 
0.143952,0.118019,0.966404,0.734554,0.758172,0.019943,0.180623,0.209867,0.375395,0.830937,0.854539,0.972708,0.506886,0.233976,0.263153,0.719624,0.718912,0.669635,0.167825,0.951304,1 
0.31824,0.642673,0.802758,0.386022,0.119684,0.65461,0.12206,0.816411,0.677419,0.11107,0.820476,0.799848,0.101091,0.674766,0.958265,0.397938,0.723208,0.313278,0.244338,0.162035,1 
0.436096,0.725395,0.161627,0.699404,0.474699,0.920568,0.154836,0.448625,0.78573,0.473125,0.043055,0.742981,0.894253,0.37619,0.668389,0.847042,0.355461,0.479859,0.546627,0.414372,1 
0.462476,0.213947,0.947088,0.733186,0.87023,0.667752,0.396209,0.202022,0.191,0.127566,0.073009,0.708907,0.418927,0.857233,0.944526,0.975218,0.248858,0.247897,0.775366,0.469358,1 
0.969103,0.460129,0.337973,0.19559,0.628219,0.334962,0.248792,0.519785,0.602677,0.65991,0.860432,0.206569,0.525277,0.841898,0.551026,0.011271,0.773449,0.661075,0.569401,0.495298,1 
0.362066,0.057809,0.318288,0.214966,0.137169,0.839738,0.587684,0.071567,0.624992,0.786577,0.786621,0.404343,0.754968,0.877419,0.66396,0.358272,0.945852,0.268649,0.357492,0.164999,1 
0.720916,0.210083,0.865476,0.237942,0.101127,0.302839,0.195909,0.401545,0.5145,0.374461,0.516173,0.149867,0.855337,0.775171,0.59937,0.561101,0.628791,0.083676,0.743512,0.382356,0 
0.824226,0.051794,0.125888,0.842948,0.275097,0.114209,0.247286,0.954654,0.783567,0.943013,0.719408,0.413842,0.214865,0.336242,0.153693,0.733047,0.099362,0.195447,0.320866,0.898551,1 
0.019628,0.469398,0.067968,0.675698,0.205229,0.719358,0.703198,0.665116,0.309775,0.395915,0.68883,0.350732,0.30275,0.008185,0.51856,0.674393,0.772914,0.113291,0.598049,0.122109,1 
0.710551,0.457301,0.796053,0.91339,0.012628,0.658422,0.088398,0.647812,0.537918,0.539038,0.378227,0.68194,0.528392,0.585265,0.143281,0.584883,0.608716,0.041004,0.034652,0.252236,1 
0.377431,0.828064,0.931311,0.645843,0.811389,0.824721,0.240828,0.670761,0.319315,0.032168,0.42913,0.401015,0.30083,0.811627,0.860724,0.722146,0.494052,0.684464,0.035735,0.471296,1 
0.227904,0.153458,0.221221,0.32448,0.93448,0.62547,0.291609,0.005899,0.922396,0.794049,0.316748,0.87562,0.46372,0.775106,0.065928,0.589598,0.705174,0.87959,0.132382,0.320008,0 
0.778489,0.154185,0.82513,0.97401,0.755342,0.724356,0.323701,0.955548,0.769044,0.533649,0.846118,0.277448,0.708166,0.288959,0.741669,0.250062,0.376538,0.29358,0.487396,0.547862,1 
0.909563,0.378127,0.540829,0.186861,0.538574,0.324027,0.8814,0.833423,0.502915,0.015079,0.8591,0.908962,0.02374,0.049663,0.661319,0.155253,0.774007,0.699486,0.307443,0.681475,1 
0.20589,0.910327,0.585679,0.026859,0.429867,0.506084,0.757681,0.441708,0.078981,0.879454,0.173975,0.414786,0.73728,0.230946,0.166764,0.456503,0.063217,0.852452,0.716633,0.285018,1 
0.696765,0.042459,0.425748,0.856341,0.403302,0.987034,0.272581,0.129678,0.677796,0.34403,0.471779,0.065758,0.209579,0.327556,0.517713,0.11853,0.191047,0.805552,0.151353,0.399582,0 
0.44282,0.295377,0.557517,0.769841,0.723444,0.770671,0.573144,0.344538,0.393481,0.877276,0.06717,0.285119,0.811796,0.496867,0.938673,0.295755,0.456168,0.593967,0.372361,0.942256,1 
0.780801,0.935399,0.089107,0.767684,0.25012,0.580729,0.334122,0.191618,0.821202,0.008138,0.256458,0.348991,0.38648,0.36219,0.150974,0.349613,0.333862,0.588306,0.757473,0.920925,0 
0.433133,0.1533,0.441636,0.03425,0.715568,0.642186,0.618499,0.908714,0.8779,0.76851,0.221604,0.737249,0.01231,0.238789,0.369589,0.585506,0.140867,0.471209,0.636862,0.177204,1 
0.115846,0.384555,0.496143,0.698402,0.936621,0.345427,0.568026,0.328356,0.429317,0.890081,0.286368,0.93609,0.537191,0.021858,0.46818,0.269485,0.177698,0.725932,0.062822,0.007638,1 
0.736459,0.840215,0.047709,0.247471,0.78887,0.574557,0.036343,0.351951,0.566832,0.779961,0.669388,0.600045,0.021091,0.535342,0.270627,0.74744,0.068956,0.741443,0.567024,0.432256,1 
0.762639,0.189828,0.49575,0.341437,0.665245,0.009455,0.250922,0.191202,0.679429,0.484135,0.758906,0.868865,0.938017,0.981275,0.713469,0.533544,0.136363,0.135609,0.150644,0.079726,1 
0.863012,0.491189,0.298098,0.130333,0.068208,0.520741,0.094893,0.644905,0.799074,0.313551,0.344938,0.303685,0.725779,0.251371,0.941044,0.059853,0.784778,0.676399,0.976399,0.639847,0 
0.473206,0.89622,0.846376,0.315656,0.942785,0.867655,0.636015,0.973156,0.062074,0.554779,0.187114,0.357028,0.042707,0.265961,0.24378,0.385453,0.058205,0.240582,0.986385,0.596773,1 
0.52326,0.378154,0.0813,0.115463,0.346874,0.280903,0.09737,0.006222,0.524485,0.71543,0.770012,0.522686,0.89224,0.189894,0.129919,0.551204,0.730826,0.590227,0.955767,0.500319,0 
0.176761,0.722216,0.358921,0.993051,0.075838,0.16585,0.563055,0.981741,0.996389,0.064167,0.102702,0.324206,0.609313,0.340874,0.732151,0.435108,0.537321,0.369371,0.30974,0.357926,1 
0.077595,0.300358,0.802465,0.490565,0.910081,0.096025,0.341971,0.241643,0.017881,0.815901,0.955373,0.094626,0.566726,0.852762,0.19297,0.913494,0.417272,0.626561,0.379825,0.836244,1 
0.276946,0.710152,0.629294,0.771562,0.237369,0.482691,0.073986,0.339104,0.588845,0.184862,0.993255,0.075355,0.355191,0.684694,0.646217,0.864668,0.950189,0.353526,0.65542,0.849055,0 
0.721186,0.198756,0.72866,0.520512,0.915887,0.803342,0.355105,0.306066,0.785137,0.681566,0.866717,0.718473,0.117503,0.376428,0.917158,0.064399,0.490722,0.99607,0.997698,0.777149,1 
0.920573,0.914979,0.083297,0.672418,0.38953,0.05028,0.881926,0.813273,0.945504,0.464238,0.446296,0.214478,0.675296,0.041178,0.099576,0.316506,0.877845,0.640336,0.725298,0.016,0 
0.189146,0.435737,0.476529,0.052164,0.243704,0.120007,0.870534,0.717487,0.696638,0.271097,0.052524,0.186419,0.076098,0.45923,0.735727,0.237045,0.987361,0.605925,0.95489,0.778514,1 
0.648014,0.697814,0.306469,0.390914,0.597898,0.204988,0.791134,0.034496,0.697955,0.456973,0.722846,0.191554,0.208919,0.78898,0.423673,0.967035,0.823776,0.486903,0.584596,0.092811,1 
0.017185,0.431614,0.239993,0.355827,0.970557,0.871407,0.27708,0.701702,0.633249,0.936038,0.281498,0.153133,0.188328,0.3466,0.306346,0.726336,0.30564,0.272578,0.84436,0.72898,1 
0.0854,0.440707,0.88157,0.179524,0.522296,0.409863,0.415625,0.600544,0.653102,0.392014,0.233153,0.107584,0.290044,0.121345,0.057865,0.540273,0.387694,0.051973,0.404758,0.36389,1 
0.642895,0.599258,0.605671,0.207245,0.885247,0.230517,0.50756,0.196695,0.179947,0.95804,0.28724,0.696328,0.335257,0.190601,0.675004,0.670749,0.683666,0.959255,0.634363,0.649649,0 
0.588791,0.249007,0.206341,0.192249,0.119337,0.540034,0.794084,0.82491,0.726936,0.690438,0.637228,0.656662,0.566453,0.977089,0.605311,0.265087,0.305331,0.451948,0.725672,0.988932,0 
0.882839,0.768304,0.05366,0.46404,0.700568,0.284712,0.591595,0.095618,0.152281,0.563954,0.967822,0.17256,0.234249,0.350199,0.498318,0.498493,0.216442,0.729579,0.070718,0.739398,1 
0.00046,0.457749,0.014217,0.169124,0.841853,0.372534,0.748741,0.131784,0.57247,0.400615,0.542862,0.333979,0.322757,0.914266,0.152355,0.03,0.014413,0.097471,0.459898,0.269582,0 
0.570578,0.540324,0.491329,0.640504,0.873745,0.49644,0.344961,0.35725,0.990814,0.110159,0.637904,0.122162,0.080265,0.448669,0.046905,0.916946,0.698122,0.358725,0.401158,0.770102,1 
0.92746,0.008469,0.570629,0.589775,0.870379,0.471924,0.085853,0.351738,0.561976,0.867067,0.02377,0.288658,0.292502,0.367924,0.199056,0.239477,0.656987,0.876999,0.111561,0.986712,1 
0.39081,0.266373,0.417798,0.23465,0.19524,0.874159,0.918123,0.862869,0.308702,0.377556,0.18107,0.227208,0.537563,0.254563,0.962479,0.574266,0.824442,0.79351,0.519423,0.085687,1 
0.202621,0.012832,0.767563,0.674937,0.161824,0.913142,0.985464,0.422004,0.033691,0.19944,0.430517,0.450334,0.994503,0.983368,0.798517,0.125593,0.678237,0.003765,0.932548,0.687213,0 
0.194771,0.588317,0.566748,0.811425,0.556086,0.919946,0.176628,0.148419,0.127561,0.168621,0.200016,0.576437,0.741957,0.702618,0.991325,0.772095,0.540459,0.902829,0.876743,0.708898,1 
0.438146,0.069513,0.589033,0.864844,0.350505,0.532976,0.178083,0.245258,0.963142,0.357995,0.216894,0.808384,0.878564,0.966328,0.752667,0.518995,0.43195,0.592538,0.988692,0.049226,1 
0.332052,0.735354,0.125212,0.095998,0.553911,0.670187,0.135992,0.390897,0.586792,0.647931,0.512264,0.741016,0.223793,0.621029,0.166813,0.85825,0.568789,0.209843,0.758371,0.30971,0 
0.83194,0.150706,0.670116,0.653383,0.786693,0.651571,0.755954,0.710831,0.469254,0.922014,0.754385,0.972711,0.815748,0.641438,0.962167,0.333055,0.452796,0.282589,0.358581,0.704706,1 
0.783993,0.017122,0.876021,0.581018,0.847788,0.395748,0.923754,0.277847,0.161507,0.117564,0.589054,0.41507,0.911793,0.981489,0.163597,0.178314,0.403468,0.547318,0.772831,0.039278,0 
0.636855,0.12469,0.922214,0.906944,0.247825,0.455369,0.716558,0.132227,0.815387,0.857546,0.35739,0.394993,0.718341,0.660436,0.278078,0.265125,0.305576,0.473263,0.937645,0.148229,1 
0.13381,0.204815,0.861548,0.401768,0.422101,0.778043,0.991346,0.638891,0.674216,0.168773,0.785064,0.624871,0.627929,0.738402,0.796172,0.715041,0.304616,0.827537,0.651525,0.483322,0 
0.952983,0.230835,0.447191,0.046841,0.107541,0.4829,0.586011,0.604875,0.815461,0.850876,0.991859,0.879288,0.324671,0.551487,0.452955,0.468806,0.171584,0.988568,0.570197,0.610945,1 
0.658601,0.741697,0.416402,0.48309,0.169548,0.627392,0.548436,0.968177,0.635438,0.401365,0.45662,0.760601,0.733484,0.573671,0.884425,0.794456,0.079046,0.368169,0.706356,0.238881,1 
0.753175,0.073487,0.213052,0.724233,0.997703,0.904818,0.720012,0.038015,0.805339,0.02414,0.389996,0.260932,0.433947,0.551044,0.039029,0.201124,0.582248,0.237189,0.482063,0.028592,0 
0.078405,0.974438,0.666751,0.212027,0.453459,0.46009,0.442397,0.216675,0.698381,0.152155,0.316055,0.934592,0.836448,0.113474,0.958853,0.487587,0.68198,0.465525,0.543035,0.86831,0 
0.301923,0.951099,0.213808,0.866445,0.248555,0.539595,0.130007,0.86462,0.589599,0.099492,0.543682,0.382599,0.126255,0.90964,0.331126,0.698532,0.960217,0.18433,0.236474,0.482469,1 
0.747455,0.846664,0.843899,0.140048,0.559582,0.500579,0.955566,0.483204,0.262857,0.923938,0.619862,0.419949,0.720413,0.433429,0.528099,0.586715,0.925027,0.156588,0.877717,0.234449,1 
0.377774,0.587052,0.086191,0.223592,0.642166,0.79628,0.932202,0.683267,0.023873,0.328216,0.799277,0.746458,0.752889,0.113025,0.701976,0.785637,0.878016,0.701785,0.685858,0.742271,0 
0.32279,0.746131,0.009803,0.468794,0.197484,0.925142,0.242944,0.483123,0.513581,0.456351,0.038313,0.173458,0.905122,0.918559,0.881454,0.285053,0.825579,0.361232,0.554626,0.470866,1 
0.959426,0.578543,0.405877,0.794412,0.264332,0.985724,0.767113,0.335856,0.142902,0.751204,0.026461,0.471317,0.732159,0.710059,0.92758,0.970563,0.194474,0.11266,0.642212,0.789709,0 
0.195377,0.446937,0.042159,0.323231,0.461737,0.413517,0.382993,0.923561,0.428015,0.630063,0.304184,0.696699,0.498824,0.794456,0.648994,0.938765,0.382784,0.846041,0.112323,0.091066,1 
0.285669,0.129958,0.135863,0.760223,0.490084,0.691686,0.787276,0.175094,0.994457,0.607199,0.583767,0.433674,0.435834,0.688758,0.350279,0.030846,0.479029,0.997135,0.238685,0.451798,1 
0.218899,0.338167,0.976741,0.066132,0.913033,0.324836,0.264186,0.164117,0.538913,0.645674,0.988253,0.739251,0.252598,0.896063,0.592004,0.540226,0.815249,0.70112,0.496279,0.990597,0 
0.449313,0.887149,0.949664,0.805896,0.387951,0.143211,0.060801,0.525633,0.589294,0.955206,0.053459,0.721562,0.70138,0.5919,0.977195,0.343787,0.384115,0.575682,0.20505,0.522746,0 
0.521379,0.380381,0.054623,0.157776,0.689392,0.064307,0.779975,0.791931,0.48672,0.168746,0.999228,0.597916,0.976798,0.490461,0.34634,0.78143,0.545627,0.27132,0.765402,0.345931,1 
0.935282,0.938988,0.401988,0.956766,0.078146,0.77971,0.488412,0.592795,0.627287,0.827491,0.968414,0.780114,0.755151,0.813607,0.861678,0.465143,0.875745,0.236141,0.529706,0.003317,0 
0.434767,0.481359,0.071958,0.314787,0.807615,0.457028,0.054811,0.990021,0.646984,0.38236,0.655753,0.015847,0.729772,0.220091,0.091387,0.836453,0.467252,0.73327,0.89018,0.664057,0 
0.763004,0.302645,0.169532,0.310374,0.82983,0.450118,0.581628,0.322753,0.90991,0.479553,0.003668,0.877742,0.581682,0.768295,0.365444,0.710091,0.48248,0.021066,0.230871,0.33661,1 
0.827682,0.232497,0.879967,0.972012,0.065137,0.195356,0.673907,0.827803,0.367934,0.138614,0.428151,0.935502,0.439016,0.482791,0.367283,0.241882,0.277969,0.759635,0.990097,0.486659,1 
0.143274,0.458959,0.834567,0.291955,0.932601,0.937566,0.699749,0.968116,0.599202,0.553498,0.355281,0.771842,0.024243,0.873416,0.14904,0.740341,0.972921,0.141742,0.20963,0.769136,1 
0.376435,0.197265,0.132782,0.301342,0.202451,0.676226,0.139363,0.852699,0.60339,0.650468,0.697568,0.609326,0.864928,0.81508,0.513036,0.504104,0.916327,0.961992,0.607965,0.502816,1 
0.809741,0.754339,0.93397,0.312572,0.627373,0.750956,0.5933,0.36279,0.7334,0.221202,0.279165,0.702926,0.151819,0.537372,0.98829,0.411335,0.121877,0.835276,0.40748,0.216103,1 
0.55951,0.193144,0.630824,0.291389,0.236231,0.794826,0.025334,0.61174,0.976144,0.415333,0.130165,0.822065,0.06729,0.095075,0.448226,0.312376,0.385278,0.053743,0.868851,0.074112,1 
0.435163,0.735575,0.246344,0.958804,0.631797,0.374841,0.351587,0.160036,0.659373,0.623684,0.012552,0.096095,0.677654,0.594044,0.7644,0.383411,0.475388,0.131181,0.741039,0.259826,0 
