salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,class
53782.25521,33203.84194,44,1,14,4,135000,11,266739.5744,1
139598.2621,0,67,4,7,3,135000,3,204995.3593,0
80186.5699,0,51,2,19,6,135000,21,155637.0675,1
122994.9619,0,60,0,16,8,72410.65937,12,265917.2045,1
112007.7942,0,74,0,2,4,135000,28,421008.7149,0
23412.58374,49406.96348,40,4,18,5,135000,7,258763.7728,0
45195.83065,49074.61065,73,2,1,2,135000,15,135740.6137,0
72265.84722,36500.66289,74,0,12,2,135000,11,0,0
42307.72428,54243.4529,23,1,17,1,135000,9,137181.8255,0
113245.6463,0,27,2,1,8,54384.7406,30,417452.7978,0
123628.4307,0,34,2,5,8,83338.69814,3,228939.7854,0
104733.1197,0,38,3,11,4,135000,9,63024.17226,0
147137.0928,0,68,3,9,2,135000,14,224301.3847,0
22994.72639,37874.62829,68,2,11,0,135000,16,95573.60109,0
120837.5493,0,51,2,10,6,135000,25,185695.3294,1
118905.5884,0,28,0,17,0,135000,17,320065.6429,0
84213.02931,0,76,3,0,6,135000,29,310327.4397,0
106578.3931,0,65,0,12,8,74338.33872,24,204668.8615,0
31018.01806,64976.00575,35,3,5,0,135000,7,120283.1917,0
42576.75365,48094.56675,29,0,2,8,135000,4,286702.4912,0
42138.83519,10000,70,4,2,5,135000,27,147806.5322,0
97400.40775,0,37,0,16,3,135000,17,243555.9148,0
44006.79318,10023.82366,60,1,2,0,135000,9,454758.0344,0
20000,69677.9367,32,0,6,8,73108.05272,12,484783.6878,0
59880.87239,62327.69547,28,4,12,8,103802.0494,16,135329.7925,0
136345.9731,0,80,2,19,2,135000,22,26893.95202,0
84457.32038,0,79,2,18,7,135000,18,409249.3793,0
96825.59605,0,42,1,14,8,68456.86511,28,463111.1998,1
79744.12348,12658.46377,34,2,2,6,135000,6,188402.0147,0
77446.01348,28707.43981,60,0,5,2,135000,1,142740.8989,1
143266.2629,0,20,2,19,7,134348.8504,10,47752.15657,0
150000,0,73,2,18,0,135000,30,325347.1169,0
132993.8029,0,30,4,16,6,135000,10,82974.23206,0
40555.62506,44299.30954,72,4,0,7,135000,8,145868.4412,0
102468.5116,0,72,0,16,6,135000,17,253769.8295,0
149828.0408,0,71,3,14,8,103000.0089,11,233262.3019,0
80807.14106,0,77,3,4,3,135000,15,42415.60446,0
20512.4871,14029.94745,39,3,8,1,135000,10,371972.2313,0
69614.05326,40437.975,77,1,7,7,135000,21,255930.2817,0
43568.94418,57627.888,75,0,7,8,70913.9441,15,315326.3951,0
75471.3766,0,36,3,16,3,135000,20,290769.7029,0
114305.9688,0,22,4,12,5,135000,11,383973.0015,0
133462.1381,0,34,3,4,8,91142.07801,4,499772.6225,0
128530.9196,0,55,2,2,4,135000,29,477051.8375,1
58714.77123,20226.73564,58,3,0,1,135000,6,158286.9976,1
45345.43473,55270.91287,48,3,18,7,135000,8,168954.0006,1
150000,0,68,0,7,0,135000,10,70479.91202,0
124857.4049,0,44,1,4,8,135000,28,169866.5572,1
101313.7437,0,39,4,9,4,135000,25,47426.07332,1
45409.30349,61572.60846,60,2,16,4,135000,27,28046.83642,0
85365.39137,0,77,3,6,0,135000,30,126077.3625,0
37341.90316,51232.65264,27,4,13,8,77760.52656,1,211915.4185,0
135421.3244,0,65,2,17,2,135000,20,271846.1433,0
134096.6672,0,49,3,16,8,115350.6744,12,82909.66461,1
129902.7406,0,34,4,13,7,135000,8,167715.0047,0
38590.10506,63834.40627,20,3,16,1,135000,27,94967.3057,0
120189.9826,0,22,4,13,2,135000,9,470137.5624,0
87992.68086,0,44,2,19,3,135000,25,270606.475,1
74715.57728,0,74,2,12,8,113851.4575,6,416199.0994,0
52808.15936,33546.32124,61,2,19,3,135000,3,20252.89325,0
145144.0765,0,43,3,18,8,89300.77982,14,354657.6474,1
48912.37442,42893.47086,36,1,3,6,135000,24,316699.0802,0
105178.4011,0,76,1,4,0,135000,17,136688.7784,0
58218.91217,29130.48175,39,4,5,1,135000,2,0,0
100181.5649,0,66,2,10,4,135000,22,471850.7786,0
125208.0295,0,44,3,5,4,135000,30,413608.3241,1
118020.407,0,68,4,9,4,135000,24,245292.8652,0
32326.05668,48972.22069,49,2,5,5,135000,4,201370.9266,1
52694.07833,64346.6628,44,2,8,2,135000,10,179484.7546,1
103372.8303,0,24,1,19,6,135000,17,3619.357444,0
65132.72171,69697.51123,22,0,6,1,135000,3,39895.50162,0
66868.04614,73317.0643,20,0,17,0,135000,21,358381.8195,0
91983.23774,0,65,4,7,4,135000,24,50510.14048,0
121164.428,0,41,4,5,5,135000,2,290670.2101,1
98846.28093,0,34,2,5,6,135000,29,19084.85065,0
39186.62027,61145.03009,29,2,17,7,135000,1,99178.07348,0
124273.6164,0,51,3,9,1,135000,18,491961.1458,1
127442.4706,0,77,1,15,2,135000,22,286532.0036,0
29156.69976,43049.8964,56,0,3,0,135000,3,412503.2524,1
26484.50359,53189.5549,66,1,9,7,135000,17,338303.8014,0
101701.6432,0,68,1,8,3,135000,26,62635.11175,0
38762.8156,28797.2513,77,1,3,5,135000,22,329359.2113,0
58212.09796,15075.96559,49,2,5,8,130287.7362,28,150336.2279,1
119709.7329,0,50,0,10,7,106418.7714,25,341392.8665,1
75516.37981,65053.87897,35,1,17,2,135000,4,250679.0027,0
63257.17425,34567.77757,20,4,2,8,52622.55444,18,169169.3182,0
48185.88038,14814.30236,40,2,2,0,135000,8,59392.85835,1
134684.7873,0,35,2,9,2,135000,13,202216.3381,0
116962.3316,0,38,3,12,4,135000,1,225300.5894,1
27802.35338,68840.28398,42,0,12,4,135000,3,129940.1262,1
34426.45198,64985.00574,78,1,4,2,135000,10,500000,0
61752.06335,10000,61,0,15,5,135000,20,371803.3139,1
142778.0983,0,58,1,10,8,135000,7,393908.4136,1
103436.7954,0,54,1,8,5,135000,1,215294.9737,1
122491.1643,0,61,1,1,4,135000,25,251447.586,0
28787.24436,40934.87188,43,1,9,4,135000,3,92412.82158,1
99409.39166,0,60,3,12,1,135000,29,469174.013,1
28408.14758,21151.77048,72,3,8,4,135000,3,232647.2047,0
144251.138,0,70,3,18,1,135000,19,430967.8959,0
65267.56323,64068.3892,20,4,19,8,124347.0888,10,361959.5086,0
23651.49349,20050.77925,80,1,8,6,135000,28,289847.3777,0
43733.14914,32741.13857,31,3,2,8,74257.01118,14,89969.74715,0
47838.31962,67093.84717,40,1,5,7,135000,9,68260.53557,1
112708.1005,0,35,2,8,7,135000,9,354599.903,0
51420.69745,39385.45724,72,1,4,5,135000,7,98634.11395,0
148303.9162,0,61,2,17,1,135000,20,57795.40344,1
141156.8978,0,29,3,6,0,135000,20,496505.9083,0
87817.04577,0,21,3,7,0,135000,23,209642.2545,0
84260.46286,0,79,1,10,0,135000,29,405312.264,0
89081.08941,0,23,1,0,6,135000,22,223649.976,0
107668.3742,0,56,3,10,5,135000,5,341489.3857,1
30781.40664,18725.27172,34,0,11,4,135000,19,39153.16357,0
147783.9142,0,64,3,17,8,125813.1136,12,126473.5649,0
69382.90538,71928.97633,26,0,17,6,135000,18,147521.7516,0
49067.73776,20947.86355,56,1,4,0,135000,27,218126.5226,1
57426.22787,29775.31812,46,4,15,0,135000,24,182910.3052,1
30281.72564,44855.15325,54,3,6,3,135000,20,114880.6843,1
132790.2185,0,37,1,11,3,135000,18,353396.126,0
31598.10825,49727.77799,59,0,14,6,135000,21,174196.3636,1
29406.22509,41103.61807,33,3,3,5,135000,11,140113.3789,0
80386.18881,0,30,3,7,2,135000,29,16821.65602,0
94165.93581,0,50,2,17,8,135000,6,441473.718,1
95537.78973,0,55,1,17,6,135000,10,445500.3522,1
148232.4643,0,51,3,1,0,135000,18,353747.0653,1
87800.39485,0,71,0,6,1,135000,26,230193.2184,0
95557.34469,0,20,3,10,3,135000,4,155218.0787,0
43402.74861,70627.31835,53,0,5,4,135000,23,118217.5942,1
134117.2224,0,58,4,0,7,135000,12,440430.773,1
85437.50709,0,67,3,9,1,135000,20,89299.79469,0
108095.0641,0,54,2,3,6,135000,6,267614.0924,1
48345.76372,65440.89709,27,0,5,7,135000,2,37024.41721,0
40145.04916,68330.35919,43,1,7,1,135000,11,142564.9054,1
75995.75339,0,38,2,1,8,76911.8611,16,400105.7303,0
115445.4092,0,63,4,1,2,135000,2,181035.1076,0
41465.60785,51401.87162,38,1,9,2,135000,30,124565.5171,0
116982.0569,0,34,4,14,4,135000,15,205172.7165,0
82416.993,0,41,0,9,0,135000,30,153901.0029,1
98430.07403,0,51,2,13,5,135000,24,191543.9028,1
63446.17066,15537.2116,61,0,5,7,135000,22,332322.1497,0
64659.9905,68641.75621,33,2,18,1,135000,12,149581.8282,0
46323.05421,39677.59293,39,2,13,4,135000,21,282405.5964,0
139638.6896,0,45,0,18,4,135000,6,0,1
72734.39413,68360.49265,75,1,17,7,135000,23,424644.8452,0
40963.61526,35567.49099,35,0,8,2,135000,21,171674.387,0
35481.36703,67044.90929,49,3,2,5,135000,14,97873.92388,1
125189.157,0,43,4,7,4,135000,21,271943.0743,1
100293.7423,0,67,2,11,4,135000,26,341366.1381,0
62881.38133,73024.42606,29,2,15,7,135000,19,328409.2477,0
97215.44029,0,29,4,6,0,135000,13,89815.71076,0
65152.71439,26849.32873,67,0,4,5,135000,12,87870.41781,0
116955.3097,0,58,2,8,5,135000,8,214678.677,1
55642.92292,67297.11205,58,2,18,4,135000,14,327117.6814,1
52681.99086,34870.47538,75,2,12,1,135000,8,270574.3104,0
46247.43162,41678.68683,46,2,15,6,135000,21,383171.9134,1
99529.94197,0,80,0,6,5,135000,2,257303.2943,0
57868.07702,57156.01523,53,0,10,1,135000,10,56349.65129,1
87738.21119,0,67,1,18,4,135000,16,481173.7237,0
104589.8069,0,80,4,1,0,135000,19,14094.08939,0
36926.80839,30471.27652,79,1,14,0,135000,12,212342.2754,0
44638.33724,65610.49069,21,3,1,7,135000,22,380798.3031,0
97035.76497,0,44,0,11,4,135000,9,33111.80949,1
34559.95223,17060.93883,45,3,11,0,135000,29,362937.4997,1
23209.67781,41393.9406,70,0,13,1,135000,28,57255.63477,0
26837.13196,36889.40982,30,4,4,5,135000,26,140519.7147,0
65713.73828,12411.15639,62,3,8,0,135000,20,202690.5976,0
143168.9529,0,55,2,2,0,135000,16,50339.95269,1
132887.7195,0,35,1,6,4,135000,13,299467.3284,0
41627.33883,37629.85136,69,2,11,5,135000,5,352742.6828,0
150000,0,69,4,16,0,135000,3,80684.11052,0
141446.6415,0,57,2,15,5,135000,6,273818.0333,1
54965.68655,54959.99558,47,1,9,8,127090.2361,9,457246.6383,1
93711.32352,0,64,0,8,5,135000,22,496748.3763,0
57662.38699,32767.76322,38,4,10,6,135000,4,222535.1779,0
58297.35512,45684.38409,23,2,8,5,135000,6,262942.1436,0
143583.342,0,29,0,19,5,135000,10,123291.6628,0
126206.0218,0,28,4,14,1,135000,4,76338.68737,0
132109.3171,0,51,3,6,4,135000,10,202464.4938,1
63747.62622,24591.39139,27,4,4,3,135000,19,467626.7731,0
25323.29311,68939.32358,41,0,0,4,135000,13,214768.5624,1
124276.0963,0,76,3,4,7,135000,19,456718.2002,0
105904.7731,0,31,1,1,6,135000,13,21072.77067,0
60329.92786,54049.88499,38,2,13,1,135000,30,20969.24591,0
36044.93633,34335.35786,49,1,1,7,135000,26,401872.0472,1
76146.30401,42796.29644,76,0,1,1,135000,8,424080.4239,0
75970.85843,47548.08578,30,3,6,8,51466.28637,12,149888.8541,0
24072.76853,54984.76246,20,3,7,7,135000,8,378486.3358,0
100883.4823,0,70,0,14,6,135000,21,107457.2552,0
51355.48331,14629.21116,27,2,9,2,135000,7,500000,0
62611.41481,54167.28265,45,0,6,3,135000,6,117786.5422,1
55951.8003,74084.1479,40,1,17,6,135000,9,305696.4989,1
46175.37823,40658.87973,58,0,10,8,109169.4364,7,405506.6257,1
83093.82172,0,28,2,4,2,135000,26,255068.2832,0
73042.33647,0,48,4,5,3,135000,12,294590.3798,1
118382.7814,0,26,3,5,1,135000,30,269684.812,0
47045.81746,63583.42261,72,4,8,2,135000,23,420191.0729,0
110843.5953,0,63,3,11,6,135000,30,359434.2747,0
113746.3227,0,45,1,2,5,135000,20,314.51825,1
63876.20069,65171.94388,31,4,3,4,135000,15,416362.1023,0
135698.0205,0,49,2,18,8,112764.5895,5,107744.0247,1
84380.70068,0,80,3,9,6,135000,4,205286.862,0
43303.80671,52374.66117,80,3,2,3,135000,7,344526.3882,0
82494.94772,0,75,0,2,6,135000,21,158733.354,0
37636.69092,23460.56628,67,2,3,8,135000,20,243894.9834,0
36685.60515,30354.52459,59,1,6,3,135000,27,87436.29435,1
84766.1187,0,30,3,19,3,135000,22,292078.9989,0
119114.7513,0,50,0,4,0,135000,3,231626.6538,1
59209.62603,10000,50,4,17,8,123562.6879,1,126838.458,1
59792.5968,39486.90205,60,1,13,3,135000,4,147171.8285,0
99030.5007,0,26,3,19,3,135000,25,363814.2146,0
86370.15172,0,43,2,7,1,135000,26,269824.32,1
96407.83998,0,70,4,6,3,135000,7,390294.4069,0
26481.5661,59027.86454,51,0,18,6,135000,28,426652.1773,1
133015.7315,0,50,4,7,5,135000,3,19627.84597,1
62450.88985,20989.25874,34,4,11,3,135000,11,322675.8209,0
90349.64207,0,30,0,10,1,135000,20,216240.891,0
112143.2768,0,41,0,7,6,135000,7,500000,0
108921.8554,0,25,1,0,8,116070.8959,4,163007.0162,0
142121.7798,0,31,2,15,2,135000,22,350038.5955,0
97624.12799,0,62,3,13,7,135000,21,272486.3653,1
150000,0,38,2,10,1,135000,20,138152.7546,0
121997.2031,0,50,1,9,3,135000,12,414859.9194,1
56693.9986,63620.74044,35,4,10,7,118465.8695,28,377791.1922,0
112134.9546,0,73,4,5,4,135000,19,152169.0126,0
40284.96098,19256.71889,45,4,6,7,135000,10,258877.3303,1
81066.04555,0,21,1,5,6,135000,23,112695.1862,0
36484.9693,50019.80928,44,2,12,8,124534.0019,8,312636.9561,1
31083.00007,30596.46827,27,2,8,7,135000,9,303557.0212,0
85832.03878,0,46,2,3,5,135000,8,311217.8752,1
45526.84992,12498.15089,30,0,19,7,135000,11,420321.7586,0
142968.8757,0,61,1,1,3,135000,24,147601.4274,1
107551.8016,0,47,2,14,0,135000,19,8569.369135,1
24818.02698,44031.23401,70,3,4,0,135000,23,493950.1772,0
122907.5328,0,73,0,19,0,135000,6,18731.69074,0
89119.69046,0,31,2,11,8,50024.18968,4,364189.6804,0
34879.40647,48934.79634,68,2,8,7,135000,26,91758.57709,0
22166.87198,36305.04477,24,4,18,8,128220.4304,17,345330.3877,0
28770.22615,11621.92237,40,4,4,0,135000,17,473503.8249,1
20000,63500.30685,51,2,8,2,135000,6,65396.98255,1
149312.3411,0,76,3,14,2,135000,25,256444.8688,0
103313.4269,0,33,1,8,6,135000,21,0,0
92914.09824,0,29,3,2,1,135000,27,305444.9554,0
32116.97782,56959.6456,56,3,14,5,135000,15,108193.9753,1
148121.4454,0,48,2,5,7,135000,9,44331.69358,1
124395.972,0,45,4,6,4,135000,26,354893.257,1
29799.63971,49338.05409,52,3,7,3,135000,30,110581.2518,1
104509.0038,0,78,0,13,4,135000,23,316968.5073,0
52138.02687,46587.27557,26,1,0,3,135000,1,229780.66,0
28902.8634,54208.68964,80,4,14,1,135000,5,77350.92007,0
78836.24881,0,53,0,14,1,135000,16,263173.6033,1
71713.02077,54811.24063,42,4,16,0,135000,13,190874.3683,1
59323.25746,13721.15436,61,1,12,4,135000,2,388700.3513,0
142611.3603,0,33,1,12,1,135000,16,458961.7241,0
121188.9121,0,64,3,8,7,111832.6392,27,303937.0389,0
91963.47777,0,33,4,13,4,135000,22,60664.30969,0
91009.37611,0,37,4,17,6,135000,20,43299.69048,0
94793.48842,0,32,1,16,1,135000,3,181246.5443,0
39254.69822,55353.7553,75,4,0,8,112604.042,23,349906.9769,0
40115.40046,48227.1208,23,0,10,2,135000,17,394810.3574,0
92537.07122,0,51,0,15,8,135000,5,14159.5959,1
104134.2543,0,56,0,8,4,135000,8,169916.2242,1
116395.8997,0,65,0,7,3,135000,6,392943.9979,0
85665.54745,0,60,1,4,5,135000,14,468860.4896,1
98376.82473,0,57,3,9,1,135000,1,364534.6601,0
23314.98925,51403.27145,42,4,12,4,135000,27,383185.22,1
59443.58623,72237.83177,65,4,13,5,135000,30,326667.2732,0
31539.563,36393.81765,46,2,2,7,135000,27,429928.983,1
46849.97366,60215.85246,20,2,6,4,135000,2,80625.8514,0
39028.80468,60988.89984,62,2,15,7,128346.1804,14,207809.0397,0
20000,60475.68131,76,2,19,5,135000,14,402948.1002,0
136914.9593,0,62,2,3,6,135000,13,358552.1044,0
52767.80586,67433.01414,57,3,17,1,135000,18,206389.0421,1
69899.44513,70986.23939,23,1,4,3,135000,11,192955.1576,0
116302.6426,0,35,0,13,2,135000,10,500000,0
111361.1631,0,38,3,6,7,135000,26,240901.0903,0
102297.1269,0,32,1,18,1,135000,21,197189.7499,0
127750.2735,0,76,4,7,0,135000,30,101458.9792,0
78946.54918,0,50,0,10,0,135000,25,500000,1
63294.31882,75000,25,2,15,0,135000,11,401642.9842,0
41385.43158,72993.42113,69,3,18,3,135000,3,410833.7226,0
110212.224,0,75,2,16,4,135000,25,325044.0144,0
127549.6272,0,35,3,10,0,135000,30,8477.122144,0
37310.84969,40111.83954,36,4,0,0,135000,17,255697.4689,0
68488.69868,29665.41185,77,0,0,6,135000,4,278145.6345,0
59746.41027,12387.59332,27,2,10,6,135000,6,213888.7237,0
111883.1097,0,75,3,19,5,135000,15,0,0
23164.51871,49006.8334,30,4,6,6,135000,8,419893.5981,0
26659.98968,56729.23294,23,1,2,0,135000,8,198761.767,0
35348.56731,58224.88932,21,1,14,1,135000,8,295812.58,0
26348.22606,31210.80246,26,2,11,6,135000,21,23593.85209,0
132728.9799,0,61,4,2,3,135000,26,432192.0759,0
52549.75121,67391.73733,29,2,10,7,135000,2,500000,0
124831.5869,0,33,2,19,8,135000,4,323272.8102,0
85444.77235,0,59,0,5,8,98047.3496,27,57032.88805,0
32395.88355,74143.3547,38,1,10,7,135000,15,288976.9232,0
47295.13654,61999.25777,62,4,13,4,135000,6,74684.97386,0
34203.97698,62437.44869,65,4,5,6,135000,24,284962.2998,0
128004.0397,0,77,3,19,2,135000,15,286512.7614,0
104917.9318,0,45,3,11,6,135000,8,419120.7685,1
125378.2782,0,33,0,6,5,135000,17,141911.9615,0
117782.5051,0,50,3,15,5,135000,8,88365.81794,1
34453.27007,29960.44975,29,0,8,0,135000,2,45824.63643,0
81729.38019,0,68,0,1,1,135000,21,137172.2457,0
117427.7035,0,56,3,7,8,69305.38462,23,43345.0999,1
122679.3152,0,54,1,11,1,135000,14,28322.34627,1
96100.03484,0,79,4,3,7,135000,14,295964.9533,0
137461.4623,0,71,1,7,3,135000,18,462257.1375,0
29614.62569,42456.61656,70,4,7,4,135000,2,368892.1331,0
139323.2592,0,66,0,5,1,135000,28,299492.3359,0
90022.83673,0,28,4,18,4,135000,10,0,0
109211.345,0,67,0,5,0,135000,1,398936.5098,0
101859.4083,0,26,4,16,0,135000,13,374379.4236,0
98578.51644,0,60,4,5,6,135000,4,354669.5792,1
68739.31536,38232.22845,63,3,17,0,135000,26,309969.424,0
62941.17686,62124.08335,25,2,19,2,135000,5,396049.7463,0
137522.8067,0,48,2,19,8,62684.36719,22,415628.5796,1
149307.7481,0,52,4,15,8,135000,23,310498.2918,1
130132.507,0,70,4,15,7,109894.1039,21,87650.65567,0
30443.08963,70821.44666,33,4,15,1,135000,13,226654.7185,0
131569.3026,0,39,0,6,1,135000,22,42502.3947,1
134451.3154,0,65,2,10,2,135000,30,146703.2401,0
53611.23108,35361.01807,37,3,10,2,135000,22,474685.0812,0
129187.1532,0,45,3,3,7,135000,19,50291.18264,1
104775.6208,0,54,2,0,5,135000,28,29145.42482,1
120278.184,0,57,0,4,1,135000,11,202675.6049,1
47798.64585,68496.6073,42,0,5,8,128005.7457,18,328565.2113,1
27508.69505,25090.95189,50,1,19,4,135000,25,107211.2414,1
35027.87023,24469.6118,38,2,5,5,135000,1,345838.5762,0
86680.26795,0,22,1,9,1,135000,29,32283.24858,0
27521.22218,49643.3862,63,2,1,3,135000,29,390988.2565,0
120038.153,0,27,4,6,7,135000,20,366077.8846,0
42094.2126,70434.83983,30,4,10,4,135000,11,286061.9017,0
86853.06225,0,22,3,14,8,86944.23799,1,420236.4709,0
23303.67649,22017.90066,55,1,16,6,135000,19,107151.1055,1
138502.5746,0,28,4,5,3,135000,11,283643.8586,0
121373.1863,0,42,1,3,6,135000,9,102711.2729,1
102476.7654,0,80,1,12,8,111470.9445,10,33296.02044,0
90861.25197,0,50,2,7,4,135000,28,367221.3588,1
92691.65747,0,43,4,11,3,135000,26,352702.5476,1
40882.00657,52719.86397,78,3,10,7,127780.2095,12,49640.08339,0
68989.97498,13772.10298,62,3,7,4,135000,16,12262.62721,0
65844.4763,53620.00144,50,0,1,6,135000,10,372306.3395,1
94824.29643,0,39,4,15,1,135000,20,358821.7083,1
79618.44352,0,76,0,11,7,135000,20,485452.478,0
100990.4456,0,35,4,6,4,135000,8,23981.79953,0
146769.4563,0,33,0,16,6,135000,24,323268.7266,0
72829.10304,0,70,1,0,1,135000,22,114728.4347,0
47029.33124,30921.08627,21,2,14,3,135000,27,331734.0984,0
119814.5738,0,64,2,2,0,135000,23,135126.841,0
35809.0293,56811.85818,73,4,14,5,135000,13,98084.10415,0
120866.4757,0,57,3,16,2,135000,21,447889.4622,1
110615.2719,0,57,4,19,0,135000,3,472675.8244,1
115003.2221,0,28,3,11,7,135000,9,381176.449,0
41800.36108,26084.37167,22,4,19,6,135000,30,38686.00033,0
22878.50685,33463.61426,36,2,9,8,106066.3892,21,452759.4149,0
72301.14695,67773.31531,74,1,13,5,135000,14,430191.2152,0
95091.58106,0,36,0,12,8,90892.96257,19,220148.9576,0
39165.55345,24858.32792,74,2,0,1,135000,3,290549.0179,0
70932.518,0,28,0,1,0,135000,19,0,0
69499.47912,52244.22553,35,1,14,1,135000,1,161773.9415,0
105482.3493,0,47,0,10,5,135000,8,452184.2009,1
109659.3287,0,71,1,11,4,135000,6,294792.7255,0
102539.3262,0,68,2,2,1,135000,28,82246.3004,0
52676.55709,47257.30592,56,2,16,7,113466.1048,14,487332.9265,1
35811.78392,11001.40356,35,1,3,6,135000,24,220070.7284,0
97643.28382,0,55,3,9,7,135000,12,343195.5696,1
80214.91442,0,44,1,18,5,135000,25,91341.64545,1
146758.0741,0,68,3,13,7,135000,18,187399.3516,0
93679.58058,0,52,3,1,7,135000,9,459403.0798,1
26032.83671,55053.99896,54,1,17,5,135000,15,430386.6226,1
118681.9553,0,49,3,0,4,135000,18,50661.75091,1
146361.3478,0,38,4,5,5,135000,4,351244.9233,1
85190.71032,0,64,3,4,7,135000,25,133320.4791,0
20000,70038.44568,22,0,18,6,135000,8,163851.5053,0
135011.4037,0,49,2,16,6,135000,2,72532.74117,1
69656.6599,64560.52143,24,0,0,7,135000,28,206532.8378,0
124476.5588,0,33,0,1,3,135000,2,197077.0306,0
134523.9552,0,69,0,11,4,135000,15,69438.81184,0
132566.8034,0,78,2,6,7,107542.8651,24,53706.53975,0
113526.1266,0,63,2,3,2,135000,14,488814.1369,0
43448.45424,49553.4485,45,1,19,5,135000,27,91180.19975,1
95398.73929,0,53,0,0,7,135000,23,188788.473,1
87577.35168,0,59,3,12,1,135000,3,78393.02484,1
58668.93419,61748.09748,79,1,10,5,135000,5,117295.6264,0
146540.2737,0,58,4,17,7,135000,11,20216.92133,1
149479.016,0,41,2,4,3,135000,23,271194.1859,0
100797.9474,0,74,2,4,3,135000,3,144378.1373,0
129206.6736,0,36,1,17,3,135000,24,195842.8795,0
81258.88867,0,64,3,1,7,135000,8,429118.301,0
138085.1838,0,53,4,16,3,135000,16,159699.7287,1
67052.40877,21713.3863,70,1,4,3,135000,15,418407.9173,0
36164.19784,34050.42166,20,1,6,3,135000,6,180561.0534,0
94025.0208,0,28,3,15,0,135000,29,480283.4282,0
81248.11307,0,38,0,19,3,135000,27,451374.8802,0
145539.9164,0,39,4,16,1,135000,30,417259.2235,1
79839.31999,0,69,2,5,5,135000,7,263863.2875,0
81436.08658,0,57,3,10,7,135000,29,339657.7054,1
78417.33318,0,60,1,15,4,135000,11,475405.2857,1
70465.86564,51816.17897,43,4,14,2,135000,25,293176.4201,1
111064.4793,0,73,0,9,7,135000,25,485095.3666,0
103801.965,0,66,0,6,8,128529.6489,12,331878.5956,0
67623.16832,26993.72732,36,1,9,8,61380.90223,26,220692.1167,0
115366.7044,0,56,0,15,3,135000,30,128663.8877,1
119003.6151,0,38,0,7,1,135000,19,149006.0814,1
114387.2724,0,74,3,10,8,97975.28048,17,83577.82587,0
74380.29565,14169.87671,64,1,14,3,135000,4,239993.4525,0
97153.31751,0,73,2,9,7,135000,14,151713.9724,0
105839.2076,0,52,4,9,2,135000,10,16466.79894,1
128579.8073,0,20,2,3,5,135000,27,412765.5914,0
116010.41,0,25,1,13,3,135000,19,413851.9399,0
146121.5466,0,68,3,10,7,135000,18,283479.8209,0
145129.1733,0,53,2,16,2,135000,26,226403.802,1
119155.568,0,33,1,16,6,135000,27,198071.3275,0
59366.98642,32133.10054,73,1,2,0,135000,14,173449.8789,0
138334.6239,0,25,4,18,7,135000,1,78595.50327,0
84738.8287,0,52,3,11,8,93574.22242,16,479866.5962,1
140930.7197,0,41,4,12,5,135000,7,8014.305419,1
139619.1388,0,56,2,14,0,135000,6,117998.2922,1
47293.84964,23440.05131,73,4,9,5,135000,23,228277.6035,0
61796.39478,61046.59463,76,3,4,7,135000,17,317688.5704,0
141293.2428,0,79,4,3,8,56905.79204,9,109912.0806,0
98569.53756,0,71,1,17,5,135000,18,42777.30399,0
123959.3273,0,70,1,9,8,53457.1304,4,186415.0735,0
35631.6643,58900.88192,77,4,1,0,135000,7,488576.433,0
67111.13269,51540.14894,73,0,11,3,135000,16,48548.97644,0
71143.4118,74185.88818,44,2,8,2,135000,10,287576.7696,1
34103.24886,47928.4915,67,2,18,5,135000,11,186438.2558,0
102794.5771,0,27,2,19,7,135000,7,46324.57829,0
80300.37772,0,42,3,9,6,135000,28,391480.8756,1
101427.1835,0,74,4,6,3,135000,22,339388.4045,0
122419.9823,0,46,2,9,6,135000,4,198802.4924,1
59008.96739,14173.39162,30,4,5,1,135000,12,0,0
79409.77976,0,79,3,14,4,135000,23,499140.5016,0
139430.1035,0,37,4,13,5,135000,17,206643.5318,0
65082.29641,52912.64903,57,4,4,4,135000,28,234378.1679,1
20527.93173,57329.97326,50,2,13,8,135000,1,201404.207,1
127017.2437,0,42,2,14,0,135000,11,114445.9564,1
102033.1047,0,59,4,9,3,135000,25,195361.1452,0
66531.31819,25462.13609,26,1,11,0,135000,4,364589.7084,0
118858.1034,0,45,0,15,7,110553.8886,9,190670.9006,1
29212.46205,17753.35391,74,1,7,4,135000,15,278554.9669,0
92964.66934,0,71,4,12,5,135000,14,59649.00768,0
119933.751,0,60,3,14,1,135000,24,102958.9804,1
87466.29788,0,22,1,3,0,135000,6,422194.325,0
68864.59813,39392.98658,49,2,6,5,135000,27,274946.7245,1
93327.54687,0,59,2,19,4,135000,22,91379.86628,1
146314.713,0,76,1,17,7,135000,17,215158.637,0
113487.0436,0,57,2,9,6,135000,14,226368.0596,1
58019.02752,47332.29069,65,2,11,2,135000,4,182530.7481,0
136284.0255,0,40,1,2,8,75202.39989,16,127319.2813,0
112367.8327,0,20,4,15,8,83363.45065,15,487423.1227,0
29535.41467,66303.24897,69,4,6,2,135000,24,389856.1547,0
148013.108,0,49,4,7,5,135000,23,357512.7198,1
150000,0,55,4,5,3,135000,8,0,1
78528.68218,0,64,1,7,2,135000,6,93620.08182,0
72849.73844,0,68,4,1,2,135000,27,445896.3653,0
