n1,n2,n3,n4,n5,n6,n7,n8,class
24.8,18.0,1024.2,12.9,5.2,10.1,35.1,16.0,0.0
44.4,37.7,1011.2,8.4,6.2,12.0,55.9,39.9,0.0
38.5,31.5,1007.1,10.8,6.6,12.0,55.9,30.9,0.0
43.1,32.3,1015.3,13.9,9.9,20.0,57.9,37.0,0.0
44.7,28.5,1018.8,14.9,9.0,18.1,59.0,36.0,0.0
58.7,41.7,1013.6,11.7,7.3,18.1,72.0,46.9,0.0
56.0,38.2,1006.7,12.3,12.1,20.0,70.0,48.9,1.0
63.2,43.9,1004.8,12.7,14.1,20.0,72.0,57.9,0.0
74.2,59.5,1004.3,11.9,8.4,15.9,89.1,64.9,0.0
53.0,40.2,1013.7,13.3,8.9,15.0,59.0,46.9,1.0
62.2,42.4,1011.3,14.8,11.1,22.0,75.9,50.0,1.0
54.3,49.0,1004.4,9.8,13.9,20.0,64.9,45.0,1.0
56.5,27.7,1014.8,13.8,9.7,15.9,66.9,41.0,0.0
70.0,47.8,1003.7,13.9,5.1,10.1,84.9,57.9,0.0
63.4,53.9,1006.8,10.6,8.9,12.0,73.9,57.9,1.0
64.9,50.1,1009.8,14.9,3.2,10.1,82.0,48.9,0.0
63.7,46.1,1009.5,13.5,13.0,20.0,73.0,55.0,1.0
65.9,47.8,1017.8,14.3,3.2,13.0,80.1,53.1,0.0
76.1,49.4,1008.4,14.7,5.4,11.1,93.9,60.1,0.0
65.8,47.8,1018.8,14.9,6.9,13.0,77.0,55.0,0.0
66.7,62.9,1015.2,9.1,2.4,8.0,70.0,64.0,1.0
72.5,61.3,1005.5,11.8,3.5,8.9,80.1,64.9,1.0
77.5,65.7,1017.0,14.0,3.6,10.1,88.0,66.9,0.0
70.8,57.8,1008.2,9.8,8.4,15.0,75.0,64.9,1.0
76.4,66.0,1012.4,13.4,4.1,10.1,84.9,68.0,1.0
67.9,60.8,1015.6,12.8,3.6,8.0,75.9,60.1,0.0
72.6,55.1,1017.6,14.9,3.0,8.0,82.0,62.1,0.0
73.2,67.1,1014.2,7.7,7.6,10.1,82.9,66.9,1.0
75.1,64.7,1017.0,11.6,7.5,13.0,82.9,69.1,0.0
78.2,64.8,1013.7,14.1,2.1,6.0,90.0,68.0,0.0
81.6,67.4,1016.4,12.4,5.6,15.0,91.0,73.9,0.0
79.6,67.6,1012.7,13.1,2.2,8.0,91.0,70.0,0.0
74.5,68.0,1009.8,11.8,2.1,10.1,87.1,69.1,1.0
83.0,68.9,1008.6,12.5,8.4,14.0,91.9,75.9,1.0
75.7,69.2,1011.0,12.1,12.6,20.0,88.0,66.9,1.0
69.8,58.3,1019.0,14.1,7.2,12.0,79.0,59.0,0.0
73.6,64.9,1011.8,14.2,6.9,13.0,88.0,64.9,1.0
70.9,63.2,1010.5,11.9,8.3,12.0,80.1,64.0,1.0
77.6,66.1,1010.1,14.9,6.3,15.0,89.1,66.9,0.0
72.8,60.5,1015.8,14.9,2.9,7.0,89.1,61.0,0.0
76.2,70.5,1015.3,10.2,4.4,12.0,89.1,69.1,0.0
79.8,67.8,1018.4,13.7,5.0,12.0,93.0,69.1,0.0
82.0,66.5,1010.4,11.8,7.6,12.0,91.0,72.0,0.0
65.7,53.5,1016.3,13.9,3.9,14.0,78.1,55.9,0.0
65.3,53.2,1012.2,14.8,7.9,13.0,75.9,55.9,0.0
59.3,52.0,1016.1,13.2,1.8,6.0,75.0,48.0,0.0
60.0,57.2,1016.8,7.0,3.3,8.0,66.9,57.0,1.0
64.5,49.8,1024.9,13.4,4.5,8.0,78.1,55.0,0.0
56.7,45.4,1013.4,13.2,3.7,10.1,77.0,46.0,0.0
65.7,59.8,1010.4,4.3,5.0,10.1,79.0,60.1,1.0
60.9,47.1,1013.1,13.3,2.9,10.1,77.0,48.0,0.0
64.0,59.9,1008.8,8.7,2.0,6.0,70.0,60.1,1.0
56.5,39.3,1019.4,13.3,3.0,6.0,69.1,42.1,0.0
44.5,32.0,1018.7,12.8,3.5,8.0,64.9,36.0,0.0
57.2,38.4,1009.9,14.2,7.9,14.0,70.0,50.0,1.0
54.8,47.5,1006.7,7.6,5.2,15.9,64.0,51.1,1.0
44.5,34.1,1008.5,12.7,5.6,15.0,50.0,39.9,1.0
42.6,27.7,1025.6,13.9,7.7,15.0,51.1,37.0,0.0
26.6,16.0,1031.9,13.3,5.0,15.0,43.0,16.0,0.0
51.3,50.7,1012.2,0.7,1.1,4.1,54.0,48.9,1.0
37.0,22.7,1017.9,13.8,5.7,12.0,51.1,25.0,0.0
44.3,24.5,1017.5,13.8,8.2,18.1,57.0,37.0,0.0
49.9,40.7,1007.3,9.4,3.7,8.0,61.0,39.9,0.0
19.4,8.8,1033.6,13.3,7.5,14.0,30.0,10.9,0.0
51.6,45.9,1009.0,11.5,10.6,15.0,55.9,48.9,1.0
23.2,15.5,1034.1,13.9,6.5,12.0,34.0,16.0,0.0
22.8,13.6,1034.5,9.9,4.7,8.9,30.9,12.0,0.0
24.8,13.6,1021.0,13.3,7.3,15.9,37.9,14.0,0.0
21.1,9.9,1028.0,12.3,10.4,13.0,35.1,12.9,0.0
36.0,24.3,1021.1,13.4,4.4,8.0,48.9,25.0,0.0
24.0,19.4,1032.2,4.5,2.1,7.0,30.0,19.9,0.0
25.5,22.5,1016.6,9.8,4.0,8.9,36.0,19.9,0.0
35.8,22.6,1016.7,12.7,4.6,8.0,52.0,21.0,0.0
30.8,16.2,1029.7,13.4,6.6,12.0,46.9,23.0,0.0
39.9,29.0,1014.1,12.2,2.9,8.0,50.0,30.9,0.0
40.9,29.2,1018.5,12.9,3.8,12.0,52.0,30.0,0.0
5.6,-5.8,1028.0,12.7,5.6,15.9,26.1,-4.0,0.0
0.9,-11.6,1040.7,12.0,6.5,13.0,12.9,-4.0,0.0
13.8,4.6,1027.3,13.8,4.6,8.9,24.1,7.0,0.0
20.4,15.5,1024.2,4.6,9.1,12.0,28.9,16.0,0.0
24.3,22.3,1031.0,2.1,3.7,6.0,28.0,23.0,0.0
28.9,25.8,1018.2,4.2,4.2,8.0,45.0,19.0,0.0
41.3,30.2,1019.9,13.9,3.5,12.0,52.0,33.1,0.0
19.1,16.7,1009.9,4.3,12.8,15.9,26.1,12.0,1.0
40.6,28.2,1011.1,9.4,3.0,7.0,52.0,30.0,1.0
40.2,26.3,1010.4,13.2,7.1,13.0,45.0,34.0,0.0
47.6,29.3,1005.8,14.9,8.4,13.0,55.9,37.9,0.0
30.2,27.9,1008.6,9.1,8.0,14.0,34.0,27.0,1.0
37.2,26.6,1016.1,12.6,8.4,20.0,59.0,26.1,0.0
41.4,32.1,1013.3,11.8,3.2,12.0,68.0,28.9,0.0
36.7,25.3,1015.1,9.4,8.3,12.0,45.0,32.0,1.0
39.1,34.0,1011.5,5.5,4.5,15.0,46.0,34.0,1.0
57.4,49.7,1004.3,12.6,12.6,20.0,64.9,53.1,0.0
42.0,26.7,1017.4,12.7,2.4,8.0,55.0,30.0,0.0
41.9,33.5,1010.9,11.3,7.1,15.9,57.9,33.1,1.0
38.8,22.7,1026.8,12.4,1.3,6.0,50.0,27.0,0.0
42.3,38.6,1009.9,5.6,8.5,15.0,48.0,37.0,1.0
38.4,23.7,1010.8,13.4,14.9,22.0,45.0,32.0,0.0
63.4,41.5,1009.2,12.4,10.3,20.0,79.0,52.0,0.0
65.6,49.7,1005.9,11.9,11.9,15.9,87.1,54.0,1.0
51.2,31.3,1016.7,13.2,4.2,10.1,59.0,43.0,0.0
49.7,23.6,1021.2,13.8,8.3,12.0,61.0,39.9,1.0
50.3,47.4,1011.5,7.9,11.5,15.0,59.0,46.9,1.0
48.5,36.6,1021.0,13.4,7.4,14.0,66.9,34.0,0.0
71.0,57.8,1001.7,11.8,6.2,14.0,81.0,63.0,1.0
54.5,47.1,1015.6,8.1,7.5,13.0,63.0,51.1,1.0
61.0,49.7,1017.7,8.4,3.9,10.1,69.1,53.1,0.0
66.2,52.2,1010.2,11.4,8.7,15.9,75.0,61.0,1.0
71.9,52.4,1017.0,13.4,5.9,10.1,84.0,61.0,0.0
70.6,59.8,1013.6,11.4,7.8,14.0,79.0,61.0,0.0
69.1,62.0,1011.3,11.6,3.8,10.1,78.1,63.0,1.0
76.7,61.5,1008.4,13.3,5.4,12.0,88.0,64.0,0.0
68.3,63.1,1014.1,10.0,6.1,13.0,75.0,64.0,1.0
67.9,56.3,1016.8,11.9,3.5,8.0,79.0,57.9,0.0
71.2,55.2,1006.3,11.6,10.1,18.1,78.1,63.0,1.0
72.7,54.1,1014.6,10.7,3.6,13.0,86.0,59.0,0.0
85.2,70.2,1012.3,13.3,7.3,12.0,99.0,71.1,0.0
83.1,54.3,1011.3,12.3,7.9,13.0,95.0,66.9,0.0
73.1,58.4,1020.1,12.8,4.4,10.1,82.0,62.1,0.0
68.7,63.2,1010.1,8.5,3.4,11.1,81.0,64.0,1.0
72.3,58.7,1011.7,12.1,3.2,12.0,84.9,59.0,0.0
74.1,62.7,1009.4,13.2,1.9,6.0,84.9,64.9,1.0
74.9,61.8,1009.4,11.7,3.7,11.1,89.1,59.0,0.0
79.3,68.9,1012.7,11.6,3.8,18.1,88.0,70.0,1.0
77.4,70.8,1013.9,10.3,3.0,8.9,89.1,68.0,1.0
79.0,65.2,1016.1,13.0,4.5,10.1,91.0,70.0,1.0
78.4,67.1,1009.6,12.3,8.4,12.0,84.9,73.0,1.0
72.5,58.8,1021.4,13.4,3.2,10.1,82.0,64.0,0.0
76.8,65.9,1019.5,10.5,6.0,15.0,86.0,68.0,0.0
62.2,55.0,1017.9,9.9,6.0,12.0,73.9,57.9,1.0
73.3,63.9,1012.8,9.8,3.2,8.9,87.1,64.0,0.0
78.3,66.9,1015.5,11.8,3.0,10.1,90.0,66.9,0.0
80.6,69.0,998.7,12.5,6.0,15.9,93.9,71.1,1.0
67.9,57.2,1013.7,14.0,5.0,14.0,87.1,55.0,0.0
78.5,67.8,1012.2,10.7,9.2,15.9,87.1,70.0,0.0
49.4,38.1,1018.6,13.5,8.9,14.0,57.9,43.0,0.0
66.0,53.3,1018.1,13.7,7.8,14.0,77.0,55.0,0.0
59.7,52.2,1009.7,13.2,7.5,12.0,75.0,54.0,1.0
56.3,46.1,1016.7,13.3,5.5,15.0,71.1,44.1,0.0
52.6,47.8,1009.3,7.0,10.0,17.1,69.1,42.1,1.0
57.0,42.0,1016.4,11.4,3.4,12.0,78.1,43.0,0.0
64.1,54.7,1009.8,11.7,6.4,10.1,72.0,59.0,0.0
60.7,51.6,1017.1,11.6,2.0,10.1,69.1,53.1,0.0
61.8,46.0,1018.8,14.3,2.7,12.0,80.1,48.0,0.0
43.3,28.4,1022.2,11.4,1.3,4.1,60.1,28.9,0.0
51.2,36.2,1012.5,14.3,4.1,10.1,62.1,43.0,0.0
57.9,47.6,1003.5,10.3,8.5,14.0,68.0,50.0,0.0
55.5,50.3,1005.6,8.5,4.4,11.1,64.9,50.0,1.0
29.2,17.7,1031.9,13.3,7.7,15.0,35.1,23.0,0.0
40.6,25.5,1018.2,12.8,1.3,4.1,59.0,30.0,0.0
39.9,28.3,1025.1,12.0,10.8,18.1,52.0,35.1,1.0
25.5,19.8,1029.0,12.9,3.0,6.0,34.0,18.0,0.0
37.5,33.9,1017.4,6.2,8.4,14.0,43.0,34.0,1.0
46.2,38.2,1014.8,13.2,3.7,6.0,57.9,39.0,0.0
35.6,31.2,1024.2,8.0,5.4,12.0,44.1,30.9,0.0
44.3,42.5,1013.0,1.9,6.1,10.1,57.0,37.9,1.0
28.8,13.5,1026.5,12.9,4.0,10.1,37.9,19.0,0.0
6.3,0.0,1029.0,3.7,7.2,10.1,7.0,5.0,0.0
4.7,-1.6,1035.6,12.1,3.3,7.0,12.9,0.0,0.0
17.3,12.3,1015.9,5.5,7.3,12.0,28.0,7.0,1.0
14.3,8.3,1021.2,6.8,7.6,15.9,18.0,10.9,0.0
15.9,10.1,1020.3,13.4,3.3,10.1,28.9,6.1,0.0
25.7,19.5,1024.5,11.8,8.3,13.0,28.0,21.0,1.0
32.8,27.8,1007.7,11.5,1.9,7.0,39.0,28.0,0.0
15.3,5.9,1016.6,12.7,13.9,21.0,30.0,5.0,0.0
27.4,18.8,1018.4,11.9,3.6,8.0,37.0,21.9,0.0
12.4,4.2,1031.7,13.2,5.1,10.1,21.0,1.9,0.0
-6.7,-15.8,1031.0,8.3,3.2,10.1,1.0,-17.0,0.0
20.4,11.2,1014.4,14.7,2.5,8.0,39.0,7.0,0.0
22.7,16.5,1028.4,12.6,3.2,8.0,37.0,14.0,0.0
30.1,25.5,1017.6,8.8,4.0,10.1,37.9,24.1,0.0
21.4,9.8,1024.0,13.5,15.5,20.0,42.1,15.1,0.0
29.6,27.0,1013.9,2.8,2.7,6.0,30.9,28.0,1.0
35.2,33.0,1010.3,3.7,7.3,15.0,42.1,33.1,1.0
30.4,26.4,1016.9,4.9,10.7,14.0,33.1,28.0,1.0
23.1,19.2,1009.6,5.0,10.8,15.9,26.1,16.0,1.0
11.3,6.7,1023.6,8.9,4.6,11.1,15.1,8.1,1.0
-2.2,-14.1,1038.7,13.0,6.0,15.0,12.9,-11.9,0.0
13.8,7.6,1028.1,8.0,13.1,22.9,17.1,10.0,0.0
33.1,28.0,1009.3,4.4,5.4,8.9,35.1,32.0,0.0
24.5,19.0,1014.0,6.9,17.7,22.0,30.0,21.0,0.0
28.0,21.9,1031.7,9.6,2.5,8.9,42.1,19.0,0.0
35.8,27.6,1011.1,9.1,5.9,11.1,46.0,27.0,0.0
44.3,36.8,1018.9,3.2,5.2,8.0,55.0,35.1,0.0
41.3,31.2,1014.2,12.7,11.2,15.0,48.9,35.1,1.0
31.2,19.5,1029.7,12.4,3.3,6.0,42.1,21.0,0.0
48.4,30.7,1018.7,12.8,5.8,17.1,59.0,37.9,0.0
49.0,36.6,1016.1,13.4,5.0,10.1,59.0,37.9,1.0
46.7,28.7,1021.0,13.1,6.0,12.0,55.9,37.0,1.0
56.8,29.5,1024.1,14.0,4.1,12.0,73.9,41.0,0.0
58.6,41.5,1013.7,13.0,12.8,20.0,81.0,46.0,0.0
69.6,48.5,1009.2,13.7,8.6,18.1,82.9,55.9,0.0
56.8,43.4,1008.7,12.5,11.6,15.9,66.9,48.0,1.0
69.8,46.5,1013.6,12.8,5.5,15.9,86.0,53.1,1.0
64.2,52.9,1011.0,9.1,8.8,15.9,87.1,55.0,1.0
78.8,64.3,1005.8,11.3,10.1,14.0,90.0,70.0,1.0
77.4,61.2,1014.9,13.0,12.3,20.0,84.9,71.1,0.0
71.7,58.6,1014.5,13.4,5.1,10.1,87.1,60.1,0.0
64.9,45.4,1012.0,14.3,3.3,14.0,79.0,48.0,0.0
64.4,60.3,1006.5,7.0,10.3,15.9,69.1,60.1,1.0
58.8,49.2,1020.7,13.2,8.0,13.0,72.0,51.1,0.0
69.8,61.4,1011.5,13.0,6.1,12.0,78.1,60.1,1.0
66.8,61.7,1013.7,7.0,4.5,10.1,77.0,59.0,1.0
65.1,49.5,1019.2,13.9,6.2,11.1,75.0,53.1,0.0
79.9,67.5,1007.1,12.5,10.8,14.0,88.0,72.0,0.0
70.5,59.7,1012.5,13.8,4.2,8.0,79.0,64.0,1.0
75.2,60.8,1017.0,13.8,4.4,8.9,84.0,63.0,0.0
74.6,66.3,1016.5,11.0,5.6,13.0,84.0,68.0,1.0
81.6,70.9,1009.9,14.2,5.2,10.1,90.0,73.9,0.0
81.7,71.1,1011.6,12.6,8.7,18.1,91.9,73.0,0.0
76.7,68.5,1014.1,12.1,5.8,22.0,91.0,68.0,1.0
77.7,70.0,1009.7,9.0,5.3,10.1,84.9,71.1,1.0
79.7,67.3,1016.4,10.5,9.7,14.0,95.0,69.1,0.0
73.6,61.0,1016.0,13.9,5.7,10.1,84.0,63.0,0.0
67.3,57.3,1021.6,13.5,4.8,11.1,80.1,59.0,0.0
65.8,55.1,1022.0,13.8,2.1,6.0,73.9,57.0,0.0
73.1,65.6,1009.8,9.3,4.0,12.0,82.9,66.0,1.0
77.8,63.0,1016.0,13.3,3.6,12.0,89.1,64.9,0.0
71.3,58.0,1016.6,13.8,7.2,12.0,82.0,59.0,0.0
69.0,53.2,1019.8,13.2,7.3,13.0,84.9,55.9,0.0
74.3,64.1,1012.0,13.5,4.6,15.0,91.0,66.0,1.0
68.0,61.3,1015.6,10.9,7.0,12.0,73.9,63.0,1.0
74.4,58.2,1009.4,13.4,8.0,14.0,88.0,60.1,0.0
67.3,57.7,1016.8,12.2,3.3,8.9,79.0,57.9,0.0
52.6,41.5,1026.4,11.2,3.5,8.0,64.9,39.9,0.0
54.3,48.5,1012.7,11.8,10.0,15.9,71.1,48.9,1.0
74.2,67.3,1008.9,11.4,5.9,12.0,84.9,69.1,1.0
65.9,55.3,1018.8,12.1,4.1,10.1,73.9,57.0,1.0
53.7,45.5,1022.0,12.7,5.1,10.1,60.1,48.9,1.0
58.0,49.5,1021.4,10.2,3.6,8.0,68.0,46.9,0.0
55.0,47.0,1013.6,11.6,6.5,15.9,62.1,48.0,1.0
59.0,50.7,1014.1,7.6,6.3,10.1,68.0,53.1,1.0
60.4,57.5,1003.3,7.5,7.0,14.0,66.9,54.0,0.0
73.2,66.8,1006.1,11.7,6.6,10.1,82.0,68.0,0.0
72.7,63.9,1004.6,12.1,11.4,15.9,79.0,69.1,0.0
55.5,48.7,1011.5,11.0,3.3,10.1,63.0,46.9,1.0
44.8,28.7,1026.4,13.4,9.7,14.0,54.0,35.1,0.0
51.7,39.2,1017.0,13.5,3.5,8.0,73.9,39.0,0.0
40.0,27.7,1021.5,12.3,4.9,8.0,51.1,28.9,0.0
38.2,29.6,1018.5,12.8,9.4,18.1,42.1,34.0,1.0
31.4,21.8,1029.2,11.9,5.0,12.0,39.9,19.9,0.0
41.7,28.8,1023.8,13.4,4.5,8.0,61.0,27.0,0.0
41.2,38.8,1014.6,4.9,11.0,15.0,48.9,37.9,1.0
39.8,30.6,1008.1,12.3,8.6,12.0,59.0,30.9,0.0
34.5,25.0,1031.4,11.5,3.1,12.0,46.9,26.1,0.0
46.5,43.8,1024.0,1.6,8.0,11.1,51.1,45.0,1.0
53.5,47.8,1018.6,7.7,5.9,14.0,59.0,46.0,1.0
22.1,7.8,1019.3,11.9,5.8,14.0,30.0,12.9,0.0
22.0,3.4,1024.1,8.0,9.2,13.0,28.9,18.0,0.0
25.4,17.6,1023.4,10.5,4.4,14.0,37.9,14.0,0.0
38.9,29.5,1013.5,8.5,0.8,4.1,55.9,26.1,0.0
33.3,26.5,1010.1,9.2,11.1,26.0,37.9,26.1,1.0
4.7,-3.8,1029.8,9.8,6.2,14.0,21.9,-7.1,0.0
17.3,8.1,1032.4,11.3,7.0,14.0,30.9,10.0,0.0
28.4,25.9,1020.8,0.6,6.6,12.0,30.9,26.1,0.0
35.7,27.4,1014.9,10.7,7.9,14.0,46.9,28.0,0.0
9.9,4.1,1019.7,2.5,12.7,18.1,14.0,5.0,0.0
2.4,-10.8,1032.0,10.6,2.8,8.0,9.0,-2.9,0.0
-4.0,-14.5,1034.3,5.7,10.4,18.1,-0.9,-7.1,0.0
-9.8,-23.4,1040.5,10.2,11.8,20.0,-2.0,-18.0,0.0
-8.0,-19.5,1033.1,10.8,4.5,15.0,1.0,-18.9,0.0
6.7,-0.4,1024.8,9.9,5.0,13.0,21.0,-2.0,0.0
34.2,23.1,1018.3,11.3,4.3,10.1,52.0,25.0,0.0
30.5,28.7,1015.2,1.6,6.9,10.1,33.1,28.9,1.0
25.2,14.8,1020.5,10.8,10.9,17.1,32.0,19.9,0.0
30.4,12.2,1025.1,11.2,6.3,11.1,50.0,19.9,0.0
28.5,18.4,1013.2,10.6,9.2,20.0,46.9,12.0,0.0
21.5,15.6,1019.5,10.0,5.7,15.0,36.0,10.9,0.0
26.9,19.9,1020.2,5.8,6.3,12.0,36.0,18.0,1.0
37.0,31.9,1016.0,4.1,16.0,28.0,46.0,32.0,1.0
35.4,23.8,1019.9,11.9,6.3,13.0,41.0,30.0,0.0
37.1,31.6,1005.8,7.5,5.4,14.0,39.9,35.1,1.0
50.7,38.2,994.7,8.6,18.6,30.1,62.1,46.0,1.0
40.3,24.3,1019.5,10.5,10.6,15.9,48.9,30.9,0.0
62.5,41.9,1009.8,10.9,9.6,17.1,75.9,48.0,0.0
60.1,30.5,1009.6,11.0,7.2,20.0,80.1,42.1,0.0
66.8,57.1,1010.4,10.2,10.2,22.0,82.0,59.0,1.0
49.1,26.1,1020.8,11.3,8.0,15.0,66.9,35.1,0.0
51.0,40.5,1010.4,8.0,7.4,12.0,64.0,45.0,0.0
48.0,30.6,1026.4,10.9,3.5,8.9,60.1,37.9,0.0
63.8,30.2,1003.0,11.1,10.0,15.9,71.1,55.0,0.0
52.5,27.0,1012.6,11.1,12.6,18.1,70.0,37.0,0.0
53.3,40.4,1019.2,11.9,4.6,8.9,69.1,45.0,1.0
54.9,51.4,1007.4,7.9,9.4,20.0,61.0,48.9,1.0
60.7,53.6,1012.0,8.3,8.1,15.0,79.0,50.0,1.0
69.2,59.0,1016.8,10.0,8.8,18.1,82.9,59.0,0.0
56.4,48.2,1017.2,10.9,11.3,18.1,68.0,52.0,0.0
62.7,56.6,1013.9,10.3,8.5,17.1,71.1,57.9,1.0
58.4,45.4,1017.3,11.3,7.0,15.9,69.1,53.1,1.0
52.5,32.9,1026.7,11.2,4.4,11.1,66.0,39.0,0.0
63.2,59.7,1009.6,7.5,4.2,13.0,69.1,61.0,1.0
69.8,59.3,1016.0,10.4,12.1,17.1,79.0,63.0,0.0
76.4,64.8,1011.8,10.9,9.9,15.9,89.1,66.9,0.0
82.5,67.3,1005.9,11.3,7.3,15.0,93.0,71.1,0.0
70.6,55.8,1009.3,11.3,5.5,12.0,84.0,57.9,0.0
65.3,56.2,1015.9,9.1,6.5,12.0,75.0,59.0,1.0
73.9,62.7,1011.1,11.0,4.7,12.0,82.9,64.9,0.0
72.6,67.0,1020.2,9.2,8.2,17.1,81.0,68.0,1.0
82.4,73.6,1010.4,10.9,4.3,8.0,93.9,72.0,0.0
80.5,66.1,1018.5,11.3,7.8,13.0,93.9,72.0,0.0
75.4,71.3,1010.4,10.7,3.5,8.9,87.1,68.0,1.0
67.3,59.3,1015.5,11.2,6.2,10.1,77.0,61.0,1.0
73.3,58.3,1012.4,11.2,5.4,8.9,86.0,59.0,0.0
80.3,70.7,1013.5,11.2,7.1,14.0,93.0,71.1,1.0
79.7,67.1,1009.7,11.4,6.4,10.1,89.1,71.1,1.0
80.1,64.8,1013.5,10.4,10.6,14.0,89.1,71.1,0.0
73.8,62.8,1012.8,11.2,5.0,10.1,84.0,66.9,1.0
78.9,63.4,1014.2,11.1,5.7,11.1,95.0,70.0,1.0
77.2,67.2,1019.8,8.0,1.3,7.0,91.0,64.9,0.0
78.2,65.8,1015.2,10.6,4.5,11.1,90.0,66.9,0.0
68.6,55.7,1019.3,10.9,5.1,15.0,84.0,57.0,0.0
60.7,56.6,1018.0,6.4,2.8,8.9,71.1,57.0,1.0
74.6,66.7,1010.2,10.8,5.4,8.9,87.1,66.9,1.0
73.4,68.0,1014.6,6.0,8.8,14.0,84.9,66.9,1.0
65.4,58.6,1021.1,10.1,5.9,11.1,73.9,60.1,1.0
68.0,60.7,1019.3,11.0,8.1,14.0,75.9,62.1,0.0
71.6,60.7,1018.4,10.9,2.8,7.0,88.0,57.9,0.0
68.4,61.7,1015.7,10.9,6.3,11.1,82.0,64.0,0.0
64.5,60.3,1018.7,8.8,6.7,12.0,75.0,57.9,1.0
68.7,61.7,1016.4,10.8,6.6,12.0,82.0,64.0,0.0
64.0,50.3,1018.2,10.5,7.6,12.0,78.1,53.1,1.0
64.6,53.7,1008.1,10.9,6.5,22.0,78.1,55.0,0.0
68.2,53.4,1015.0,10.5,4.0,10.1,86.0,52.0,0.0
73.5,44.8,1017.7,10.9,6.7,15.0,91.0,55.9,0.0
64.0,50.3,1013.8,10.2,2.5,8.9,88.0,48.9,0.0
68.7,48.0,1019.2,10.7,8.4,20.0,87.1,55.9,0.0
62.7,54.4,1015.8,10.1,2.8,7.0,75.9,55.0,1.0
66.5,57.9,1015.3,9.1,3.8,11.1,79.0,55.9,0.0
62.8,54.7,1014.6,8.6,4.0,11.1,70.0,55.0,0.0
51.8,30.5,1015.5,10.8,6.9,12.0,64.0,41.0,0.0
48.7,28.0,1013.0,10.9,6.6,12.0,62.1,37.0,0.0
51.2,28.7,1012.6,10.9,7.0,20.0,66.0,39.9,0.0
46.2,29.4,1023.9,10.8,6.3,13.0,55.0,39.0,1.0
44.8,27.5,1017.3,10.8,9.6,15.0,61.0,35.1,0.0
43.1,28.9,1021.8,10.7,3.0,11.1,55.0,33.1,0.0
29.1,17.6,1023.7,10.7,7.3,20.0,44.1,19.0,0.0
42.4,28.2,1014.7,10.8,3.0,8.0,62.1,32.0,0.0
31.9,19.6,1017.0,10.8,7.2,24.1,46.0,24.1,0.0
36.8,21.3,1017.1,10.8,2.1,8.9,57.9,23.0,0.0
22.9,11.9,1016.1,10.7,16.8,25.1,27.0,19.0,0.0
8.0,-4.6,1020.8,10.8,10.4,19.0,19.0,0.0,0.0
11.6,5.4,1031.2,3.8,6.9,25.1,16.0,9.0,0.0
-3.3,-15.5,1035.0,9.9,2.3,6.0,3.0,-9.9,0.0
35.0,28.2,1013.6,10.1,1.8,8.9,52.0,24.1,0.0
18.1,6.6,1030.5,10.7,6.6,10.1,28.9,9.0,0.0
44.3,29.0,1004.6,10.8,4.8,14.0,62.1,35.1,0.0
32.5,21.4,1014.5,10.4,5.9,12.0,43.0,19.0,0.0
15.4,7.0,1022.5,10.7,5.5,15.9,28.0,6.1,0.0
12.5,0.5,1022.5,10.8,2.8,8.9,26.1,3.9,0.0
35.3,20.7,1003.1,10.8,4.3,13.0,46.0,28.0,0.0
42.7,30.7,1001.3,9.8,3.3,13.0,53.1,30.9,0.0
27.6,12.9,1015.1,10.5,3.6,10.1,39.0,24.1,0.0
36.7,21.0,1023.4,10.8,2.8,12.0,55.0,25.0,0.0
36.7,26.8,1028.0,9.2,10.0,15.0,48.9,33.1,1.0
26.7,11.4,1012.0,10.6,13.4,22.0,33.1,21.9,0.0
28.0,19.6,1024.0,9.0,6.8,20.0,36.0,19.9,0.0
32.5,22.5,1012.3,8.0,8.0,14.0,42.1,28.0,0.0
29.0,22.0,1013.9,7.8,9.5,18.1,35.1,19.9,1.0
20.3,6.6,1021.2,10.4,13.9,19.0,37.0,10.9,1.0
25.4,8.5,1016.2,10.9,4.5,14.0,43.0,14.0,0.0
45.5,20.8,1005.7,10.9,2.4,10.1,71.1,30.9,0.0
36.1,21.8,1006.0,9.1,10.3,21.0,50.0,27.0,0.0
29.3,17.8,1014.3,10.9,3.7,12.0,39.9,18.0,0.0
43.9,18.2,1011.1,10.9,10.4,17.1,53.1,28.9,0.0
32.1,9.4,1021.5,11.0,8.4,20.0,51.1,21.9,0.0
28.3,21.2,1021.0,10.9,7.9,22.0,46.0,19.0,0.0
11.7,4.0,1020.1,10.1,6.7,17.1,27.0,3.0,0.0
25.6,8.9,1033.1,10.9,7.0,15.9,50.0,12.0,0.0
44.5,37.3,1008.0,7.6,16.3,24.1,52.0,37.9,1.0
38.4,27.1,1015.4,10.7,17.8,24.1,48.0,35.1,1.0
58.4,40.4,1010.7,10.1,9.4,19.0,70.0,54.0,1.0
55.7,32.4,1018.8,11.1,5.9,14.0,80.1,39.0,0.0
51.6,41.9,1017.5,8.2,6.5,14.0,60.1,46.0,1.0
57.2,46.1,1011.2,11.0,8.5,14.0,66.9,52.0,1.0
52.3,45.6,987.6,10.0,8.9,17.1,60.1,50.0,1.0
50.3,42.4,1011.0,10.9,4.3,10.1,62.1,46.0,0.0
