n1,n2,n3,n4,n5,n6,n7,n8,class
24.3,20.9,1016.3,2.6,5.1,11.1,30.0,19.9,0.0
22.4,17.0,1031.8,5.1,2.8,7.0,28.9,18.0,0.0
26.4,19.3,1026.1,10.6,4.6,10.1,34.0,19.0,0.0
26.1,18.1,1029.7,10.0,4.7,12.0,41.0,14.0,0.0
23.3,14.2,1023.7,14.2,7.9,15.9,39.9,17.1,0.0
47.5,42.2,995.3,6.9,12.3,20.0,55.0,43.0,1.0
40.0,28.5,1020.9,13.7,9.0,15.9,54.0,30.0,0.0
51.4,33.8,1009.7,14.7,8.7,17.1,62.1,44.1,0.0
38.4,23.8,1025.0,13.7,10.9,20.0,57.0,30.0,0.0
61.7,42.9,1013.7,12.2,5.2,13.0,73.9,46.9,0.0
48.0,32.5,1023.3,14.9,7.0,17.1,64.0,36.0,0.0
73.4,49.9,1003.2,12.1,12.8,25.1,90.0,60.1,0.0
54.6,32.8,1015.0,14.4,5.2,15.0,69.1,41.0,0.0
64.6,43.9,1007.0,12.9,11.1,22.0,75.9,52.0,1.0
65.7,48.5,1007.5,12.9,6.7,15.9,75.9,57.0,1.0
51.6,34.8,1014.0,14.9,6.5,10.1,68.0,37.9,0.0
56.8,30.5,1020.4,12.5,3.5,8.0,73.9,37.9,0.0
65.9,58.7,1003.9,12.5,6.3,13.0,75.0,57.9,0.0
71.3,58.6,1009.6,14.8,8.4,11.1,82.9,62.1,0.0
72.8,63.9,1004.6,12.5,8.8,15.9,82.0,63.0,0.0
64.3,49.0,1011.4,14.0,4.2,8.9,75.9,51.1,0.0
75.5,57.7,1008.1,14.9,8.4,15.0,87.1,64.0,0.0
69.7,48.5,1013.1,14.9,10.1,14.0,81.0,59.0,0.0
68.2,56.5,1015.2,12.0,10.6,14.0,77.0,61.0,1.0
66.3,59.0,1000.5,12.1,12.0,22.0,79.0,57.0,1.0
63.3,54.5,1012.7,13.1,7.3,15.9,78.1,53.1,0.0
65.6,51.1,1016.4,14.9,5.6,13.0,78.1,55.9,0.0
69.5,55.3,1018.2,13.8,3.7,11.1,78.1,61.0,0.0
77.9,65.0,1011.7,13.6,5.5,13.0,90.0,66.0,0.0
75.7,59.5,1011.6,14.4,7.9,13.0,93.9,66.0,0.0
71.0,51.1,1025.3,12.9,1.7,6.0,81.0,57.9,0.0
82.5,72.9,1010.9,9.6,4.4,10.1,96.1,73.9,0.0
70.8,55.6,1020.0,14.9,4.1,11.1,79.0,61.0,0.0
79.9,65.9,1014.6,13.2,1.6,5.1,91.9,70.0,0.0
81.0,69.4,1013.3,14.9,3.4,8.9,89.1,70.0,0.0
70.2,58.3,1011.9,13.4,6.5,15.9,77.0,61.0,0.0
68.4,52.8,1016.7,12.8,3.0,10.1,80.1,54.0,0.0
80.6,68.4,1011.1,12.1,3.4,6.0,93.9,69.1,0.0
71.9,64.6,1015.4,12.2,4.7,8.0,84.9,64.9,0.0
72.2,58.5,1015.8,13.0,6.1,12.0,82.9,60.1,0.0
77.0,69.3,1015.0,10.6,13.4,18.1,86.0,70.0,1.0
70.1,61.1,1008.2,14.9,5.0,10.1,82.9,63.0,0.0
75.5,65.2,1013.0,13.2,7.1,18.1,88.0,66.9,0.0
81.2,72.5,1013.8,14.9,5.4,11.1,91.0,72.0,0.0
82.2,72.1,1014.3,14.3,7.4,12.0,90.0,73.0,0.0
81.1,66.9,1012.3,13.7,3.1,10.1,93.0,70.0,0.0
66.5,55.6,1022.9,12.7,6.3,8.0,71.1,60.1,0.0
61.9,46.8,1014.9,14.3,3.5,7.0,72.0,50.0,0.0
68.3,56.1,1015.8,13.9,4.9,8.9,84.9,57.9,0.0
61.3,58.4,1011.9,8.0,3.0,8.0,66.0,57.9,1.0
59.1,49.2,1019.9,12.2,1.0,5.1,75.9,45.0,0.0
61.1,53.8,1012.7,11.4,2.5,6.0,72.0,53.1,1.0
59.4,45.8,1021.4,13.3,5.1,15.0,71.1,50.0,0.0
55.3,38.8,1020.7,11.7,3.6,8.9,70.0,41.0,0.0
69.6,58.8,1016.4,11.7,3.5,12.0,84.0,59.0,0.0
56.3,38.5,1023.0,13.0,8.0,10.1,64.9,48.0,0.0
56.3,44.9,1009.1,11.4,2.2,8.0,72.0,46.9,0.0
58.8,36.6,1011.9,13.0,4.0,8.9,75.0,43.0,0.0
54.2,39.3,1011.9,13.2,4.3,10.1,72.0,43.0,0.0
43.8,35.1,1005.5,13.0,15.0,20.0,48.0,39.9,1.0
49.6,36.7,1021.1,13.8,6.9,15.9,57.9,45.0,0.0
45.0,32.8,1011.1,13.2,9.3,15.9,48.9,41.0,1.0
42.4,30.3,1014.1,13.0,3.0,10.1,57.0,30.9,0.0
44.0,29.2,1012.2,13.0,7.6,18.1,53.1,36.0,0.0
43.3,28.0,1022.2,13.9,2.5,7.0,59.0,30.9,0.0
39.8,20.9,1018.0,13.3,6.6,12.0,55.9,28.0,0.0
18.6,9.4,1038.8,13.0,4.4,12.0,34.0,8.1,0.0
37.0,20.3,1024.4,12.7,9.5,17.1,55.0,26.1,0.0
27.3,19.0,1029.9,13.9,9.9,14.0,34.0,21.0,0.0
34.3,21.4,1020.5,13.4,3.2,12.0,41.0,30.0,0.0
32.0,25.9,1014.6,10.1,4.6,10.1,52.0,23.0,0.0
27.0,16.5,1023.9,14.0,3.8,12.0,34.0,18.0,0.0
6.4,-5.5,1027.1,12.3,8.9,14.0,15.1,3.0,0.0
30.0,21.8,1020.9,13.0,8.1,15.9,41.0,23.0,0.0
30.8,21.0,1016.5,12.7,3.8,10.1,51.1,19.9,0.0
17.8,11.7,1028.9,12.4,2.6,8.9,41.0,5.0,0.0
38.4,26.0,1021.5,12.9,7.9,14.0,48.9,34.0,0.0
32.0,25.5,1024.7,12.3,3.4,6.0,52.0,21.0,0.0
26.5,20.6,1017.1,9.1,2.9,6.0,32.0,24.1,0.0
23.9,18.7,1028.2,11.9,9.1,15.9,28.0,17.1,0.0
18.4,7.4,1017.9,12.5,5.1,15.0,42.1,6.1,0.0
-1.2,-12.2,1031.0,12.6,6.8,12.0,18.0,-13.0,0.0
33.3,22.0,1021.4,12.7,4.1,10.1,57.9,18.0,0.0
15.0,8.8,1032.2,11.9,3.6,6.0,23.0,10.0,0.0
23.5,18.0,1023.8,2.6,2.2,5.1,37.0,10.0,0.0
41.7,33.2,1009.6,11.2,6.3,11.1,53.1,34.0,0.0
44.9,33.2,1017.9,12.4,7.4,15.0,66.0,35.1,0.0
31.9,24.4,1025.0,13.4,4.1,8.0,48.0,23.0,0.0
26.4,19.3,1017.2,12.4,12.5,15.9,30.0,23.0,0.0
35.5,23.4,1019.9,13.9,2.6,10.1,46.0,26.1,0.0
36.3,34.3,1003.6,8.1,11.1,20.0,39.0,35.1,1.0
44.1,32.7,1013.4,13.2,2.9,10.1,57.0,33.1,0.0
41.4,32.6,1014.3,12.6,6.2,11.1,55.0,35.1,1.0
35.2,24.1,1020.0,13.3,3.4,10.1,50.0,25.0,0.0
35.1,29.2,1024.7,6.4,5.4,8.0,43.0,30.9,1.0
43.0,33.5,1019.3,9.7,5.4,17.1,59.0,28.9,0.0
34.5,25.3,1015.7,12.2,10.2,14.0,41.0,30.9,0.0
37.2,20.8,1014.1,14.9,7.4,14.0,46.9,26.1,0.0
43.2,27.9,1013.3,12.6,14.1,22.0,57.0,33.1,0.0
37.1,33.3,1014.1,4.1,8.9,12.0,46.0,33.1,1.0
44.0,31.2,1007.0,13.4,6.8,17.1,60.1,34.0,0.0
40.3,20.2,1012.2,13.5,11.6,15.0,53.1,30.0,0.0
62.9,30.0,1002.1,8.9,7.7,14.0,78.1,55.9,0.0
48.4,33.6,1007.0,13.0,11.6,15.0,62.1,39.9,0.0
51.3,29.7,1021.4,14.0,2.9,8.9,66.9,41.0,0.0
54.9,27.5,1020.5,12.3,5.1,10.1,62.1,48.9,0.0
61.7,42.5,1017.0,13.3,6.8,18.1,77.0,48.9,0.0
69.8,47.0,1009.1,14.9,14.1,20.0,82.9,60.1,0.0
57.0,41.5,1004.4,11.9,12.8,18.1,68.0,50.0,1.0
52.3,42.3,1025.7,8.9,3.4,8.0,60.1,48.9,0.0
58.3,35.4,1021.7,13.4,2.8,8.0,72.0,43.0,0.0
60.1,36.3,1020.7,13.4,5.5,14.0,73.0,46.0,0.0
67.0,51.5,1019.1,13.7,7.7,12.0,75.9,59.0,0.0
67.6,54.3,1016.7,13.3,5.3,12.0,80.1,55.0,0.0
68.2,60.6,1007.0,10.8,5.8,8.9,75.9,61.0,0.0
78.6,63.8,1007.7,13.4,7.2,14.0,89.1,69.1,0.0
61.8,48.3,1026.2,12.3,3.1,7.0,69.1,55.0,0.0
64.6,45.9,1017.8,12.8,7.9,14.0,75.0,51.1,0.0
64.2,44.7,1018.4,12.0,4.1,10.1,77.0,50.0,0.0
78.1,70.9,1009.4,11.9,7.2,15.9,87.1,70.0,0.0
82.8,63.0,1010.3,12.1,5.8,10.1,91.9,70.0,0.0
71.9,56.8,1022.7,11.6,3.4,11.1,82.0,63.0,0.0
69.8,55.7,1019.4,12.8,7.2,14.0,80.1,57.0,0.0
75.7,63.5,1010.6,12.9,4.1,10.1,88.0,62.1,0.0
76.8,65.7,1010.0,12.4,5.7,12.0,86.0,70.0,1.0
80.5,68.8,1011.9,13.8,6.3,12.0,90.0,72.0,0.0
82.5,71.9,1011.3,10.6,4.8,12.0,93.0,73.9,0.0
86.2,67.9,1010.0,14.4,7.6,14.0,96.1,77.0,0.0
79.9,69.1,1017.5,10.4,3.1,8.9,91.0,69.1,0.0
73.5,59.5,1016.1,13.4,3.8,11.1,84.9,62.1,0.0
72.1,63.7,1020.6,9.5,3.5,8.0,82.0,64.0,0.0
72.8,61.7,1020.0,12.0,2.3,8.0,82.9,63.0,0.0
71.2,64.9,1024.3,8.7,3.6,8.0,75.9,64.9,1.0
66.8,56.7,1017.8,10.6,3.6,12.0,75.9,57.9,0.0
77.7,65.3,1014.1,12.9,4.8,12.0,89.1,66.0,0.0
78.5,65.7,1009.4,13.9,6.4,12.0,87.1,68.0,0.0
57.6,51.5,1018.4,8.7,2.8,8.9,63.0,53.1,1.0
76.5,67.6,1015.6,12.0,5.4,13.0,88.0,69.1,0.0
53.0,38.6,1025.2,13.5,4.2,10.1,69.1,39.9,0.0
56.9,43.7,1024.8,14.2,4.0,14.0,70.0,45.0,0.0
64.6,55.8,1006.4,9.5,9.7,14.0,72.0,60.1,1.0
49.2,41.3,1020.3,10.7,5.4,10.1,57.0,45.0,1.0
48.4,34.3,1028.9,12.5,4.7,12.0,63.0,37.0,0.0
49.2,36.0,1028.2,12.5,1.0,7.0,66.9,37.9,0.0
64.2,47.1,1011.2,14.8,6.2,17.1,77.0,50.0,0.0
56.1,45.5,1022.0,10.6,6.2,10.1,66.0,46.9,0.0
52.6,40.2,1031.0,12.0,2.3,6.0,60.1,46.0,0.0
51.6,30.9,1020.4,13.3,3.1,10.1,68.0,41.0,0.0
57.8,44.3,1012.0,12.6,8.3,18.1,73.9,48.9,0.0
44.3,24.6,1029.9,13.9,3.3,12.0,63.0,28.9,0.0
58.9,51.8,989.2,10.0,12.6,21.0,66.9,28.9,1.0
30.5,14.8,1011.4,12.6,8.9,18.1,44.1,23.0,0.0
39.5,23.5,1027.8,12.9,7.6,14.0,50.0,33.1,0.0
49.7,40.6,1008.8,11.5,4.4,13.0,61.0,41.0,0.0
35.3,31.9,1020.0,6.2,3.6,10.1,39.9,30.0,1.0
28.4,22.2,1022.3,9.7,2.1,10.1,32.0,25.0,0.0
35.7,28.5,1009.2,10.2,3.4,13.0,51.1,27.0,0.0
32.9,25.0,1032.2,9.3,6.6,10.1,35.1,32.0,0.0
40.1,36.1,1015.9,7.7,4.0,8.0,48.0,34.0,0.0
33.1,19.6,1018.6,13.3,4.2,12.0,52.0,19.0,0.0
4.9,-2.3,1018.5,8.5,9.9,14.0,8.1,-0.9,0.0
-1.7,-11.1,1025.7,13.3,3.5,12.0,16.0,-13.0,0.0
24.0,21.7,1009.3,2.1,1.5,6.0,28.9,17.1,1.0
10.6,6.5,1020.0,7.6,2.6,7.0,19.9,3.0,0.0
17.9,13.9,1018.1,7.6,4.7,8.9,33.1,9.0,0.0
7.7,1.0,1020.4,13.5,4.6,8.9,14.0,1.0,0.0
30.9,24.5,1017.9,13.0,4.2,7.0,41.0,21.0,0.0
12.6,7.1,1018.8,8.7,8.5,20.0,19.9,9.0,0.0
-3.3,-15.0,1047.8,10.5,12.4,15.9,1.9,-7.1,0.0
24.0,17.3,1016.1,11.6,9.6,13.0,34.0,17.1,0.0
0.7,-8.1,1037.0,5.8,9.7,12.0,3.0,-0.9,0.0
2.0,-9.2,1029.4,12.9,5.8,12.0,12.9,-5.1,0.0
35.6,28.5,1023.0,12.8,3.8,8.9,45.0,28.9,0.0
28.9,21.4,1025.5,12.8,6.3,11.1,41.0,14.0,0.0
39.4,34.4,1015.5,11.3,0.7,4.1,53.1,30.9,0.0
18.5,9.0,1019.9,12.8,3.6,6.0,32.0,12.0,0.0
36.0,30.9,1019.0,12.4,3.5,11.1,45.0,28.0,0.0
32.6,31.0,1005.2,2.7,9.7,17.1,35.1,27.0,1.0
21.1,14.8,1020.0,10.5,10.2,17.1,26.1,17.1,0.0
23.6,14.3,1012.5,12.1,7.1,11.1,28.0,18.0,0.0
-1.5,-9.3,1030.1,9.8,8.4,12.0,6.1,-6.0,0.0
23.4,17.3,1014.9,10.1,8.4,14.0,28.9,19.0,0.0
20.8,12.9,1022.8,10.3,6.5,15.9,33.1,12.0,0.0
37.1,36.7,996.6,1.7,8.0,14.0,42.1,34.0,1.0
20.0,13.7,1023.0,10.9,6.0,11.1,25.0,15.1,0.0
40.0,33.1,1012.1,8.5,2.0,7.0,55.0,28.9,0.0
42.0,34.4,1016.6,8.9,5.2,13.0,55.0,32.0,0.0
53.9,38.8,1018.6,10.2,5.6,20.0,73.0,37.0,0.0
37.6,22.2,1028.3,14.2,6.3,13.0,48.9,30.0,1.0
46.0,32.9,1024.0,13.0,3.8,8.9,55.0,37.9,0.0
48.4,36.7,1018.1,11.9,4.5,10.1,60.1,39.0,1.0
40.9,28.6,1019.5,11.1,15.0,24.1,57.0,33.1,1.0
43.0,22.5,1025.3,13.9,7.7,18.1,57.0,30.9,0.0
58.2,32.1,1023.6,14.9,4.3,12.0,77.0,37.9,0.0
66.2,34.1,1019.4,14.9,7.6,15.0,82.9,50.0,0.0
49.6,43.0,1005.3,9.0,7.3,12.0,55.9,45.0,0.0
58.0,29.3,1017.4,12.2,2.4,8.0,75.9,37.0,0.0
66.0,35.9,1017.5,13.1,12.2,22.9,82.9,53.1,1.0
79.6,62.5,1002.9,11.7,12.1,19.0,87.1,70.0,0.0
75.4,57.8,1008.2,11.7,11.6,21.0,87.1,64.0,0.0
73.0,63.5,1007.1,11.5,9.7,17.1,84.9,63.0,1.0
76.6,60.8,998.8,11.7,13.0,18.1,84.0,68.0,0.0
66.0,64.5,1000.4,10.2,14.1,22.0,70.0,64.0,1.0
68.5,54.3,1007.6,13.5,8.8,14.0,82.0,57.0,0.0
68.4,63.4,1013.4,12.7,6.4,13.0,75.9,63.0,1.0
68.4,63.0,1013.4,8.2,7.0,13.0,77.0,62.1,0.0
71.6,59.5,1015.3,13.9,6.3,12.0,81.0,60.1,0.0
73.5,61.1,1013.9,13.5,7.7,14.0,84.9,62.1,0.0
71.8,58.2,1016.4,13.4,5.2,10.1,86.0,57.0,0.0
75.6,58.6,1018.1,14.2,5.0,10.1,84.9,64.0,0.0
76.5,60.7,1018.4,13.8,6.7,15.0,87.1,63.0,0.0
79.4,69.2,1008.3,13.5,5.9,12.0,89.1,73.9,1.0
77.8,67.5,1011.7,13.8,5.8,8.9,88.0,69.1,0.0
72.0,56.6,1017.0,14.4,5.6,11.1,84.0,59.0,0.0
70.3,59.4,1017.7,13.9,6.0,11.1,79.0,61.0,0.0
71.8,61.2,1020.1,13.7,4.3,7.0,82.0,63.0,0.0
74.8,61.1,1015.9,13.5,3.5,10.1,84.9,66.9,1.0
71.3,59.6,1016.7,12.7,5.6,13.0,77.0,66.0,0.0
66.6,60.7,1017.4,9.0,2.6,8.0,78.1,57.0,0.0
72.2,61.5,1019.5,13.0,4.6,13.0,81.0,66.0,0.0
75.6,66.7,1010.0,13.3,6.1,14.0,86.0,66.9,0.0
67.8,55.8,1019.2,12.4,3.9,8.9,79.0,55.9,0.0
69.2,54.8,1021.2,13.4,4.3,10.1,80.1,59.0,0.0
72.3,56.5,1011.8,13.5,9.9,17.1,87.1,62.1,0.0
79.2,68.1,1010.4,11.8,7.6,14.0,91.9,72.0,1.0
71.6,56.3,1017.6,13.4,7.6,20.0,88.0,57.9,0.0
68.7,57.4,1017.3,13.8,5.7,14.0,81.0,59.0,0.0
57.5,45.0,1021.3,13.9,4.4,11.1,72.0,46.9,0.0
52.9,43.5,1017.9,13.4,6.0,12.0,69.1,43.0,0.0
63.3,54.1,1013.9,13.7,5.9,14.0,81.0,48.9,0.0
63.4,51.4,1019.0,13.2,2.3,6.0,77.0,51.1,0.0
62.3,47.4,1021.0,13.5,7.6,11.1,73.9,52.0,0.0
61.9,53.5,1021.7,11.0,4.6,10.1,69.1,55.0,0.0
58.2,44.8,1019.4,12.6,5.1,8.9,72.0,45.0,0.0
58.3,48.5,1013.3,10.2,1.6,5.1,72.0,46.0,0.0
60.2,51.6,1013.2,12.0,4.3,11.1,72.0,48.9,0.0
64.8,54.5,1011.0,14.3,2.9,7.0,80.1,52.0,0.0
72.0,64.5,1011.4,10.3,5.0,8.9,82.0,64.9,0.0
50.5,38.9,1026.3,12.7,2.6,8.9,61.0,42.1,1.0
50.2,40.1,1015.6,13.9,3.6,8.0,68.0,39.0,0.0
34.6,23.4,1031.5,13.0,5.9,13.0,43.0,25.0,0.0
44.1,30.6,1028.1,12.7,3.3,5.1,59.0,28.9,0.0
31.2,21.9,1023.6,14.0,5.5,10.1,41.0,25.0,0.0
40.9,29.2,1016.2,13.3,7.9,13.0,57.9,32.0,0.0
40.9,27.9,1015.9,12.6,4.8,11.1,57.0,30.9,0.0
52.0,32.2,1014.6,13.2,6.4,8.9,62.1,44.1,0.0
31.0,23.3,1024.6,9.9,3.8,7.0,34.0,28.0,0.0
37.1,22.0,1016.8,11.9,4.2,6.0,48.9,27.0,0.0
40.4,34.4,1025.5,8.8,4.2,12.0,50.0,34.0,0.0
46.2,36.7,1025.1,9.4,3.0,11.1,61.0,36.0,0.0
31.1,22.0,1014.6,11.2,5.6,17.1,37.0,27.0,0.0
31.7,13.9,1018.4,10.9,13.3,26.0,36.0,27.0,0.0
-1.6,-12.8,1040.6,11.9,7.3,12.0,10.0,-9.9,0.0
37.1,27.3,1015.6,10.7,3.2,10.1,60.1,27.0,0.0
12.8,1.8,1030.0,10.7,11.1,17.1,25.0,6.1,0.0
16.0,6.1,1034.4,9.1,5.1,11.1,21.9,10.9,0.0
22.8,16.1,1019.6,10.5,6.2,10.1,39.0,14.0,0.0
29.6,26.1,1022.5,1.7,6.2,8.9,30.9,27.0,1.0
38.0,28.0,1006.8,10.8,5.6,8.9,57.0,28.0,0.0
39.7,29.6,999.3,10.8,5.6,8.0,48.0,34.0,0.0
0.3,-13.5,1023.1,10.6,8.5,18.1,19.0,-9.0,0.0
14.7,6.0,1023.6,10.0,3.6,10.1,30.0,5.0,0.0
5.7,-5.1,1020.3,10.4,7.9,13.0,27.0,-2.0,0.0
6.9,-4.7,1026.9,7.6,5.2,10.1,12.0,-0.9,0.0
12.3,4.2,1026.4,10.2,7.1,14.0,21.0,8.1,0.0
23.0,12.9,1020.3,10.5,14.7,22.0,45.0,10.9,0.0
41.0,34.5,1016.7,11.2,9.0,15.9,50.0,37.0,0.0
22.5,15.0,1015.1,8.9,5.8,15.0,28.9,16.0,0.0
18.2,3.4,1023.5,10.4,9.5,17.1,27.0,9.0,0.0
40.0,29.0,1014.0,10.3,4.9,12.0,52.0,30.0,0.0
17.0,-5.2,1027.0,10.9,6.9,12.0,30.0,8.1,0.0
11.3,1.5,1028.9,10.9,5.4,13.0,30.0,1.0,0.0
28.3,23.2,1015.0,1.4,13.4,17.1,32.0,26.1,0.0
27.5,18.6,1010.4,11.9,11.3,22.0,39.9,14.0,0.0
35.4,26.1,1016.9,10.9,5.6,14.0,46.0,26.1,0.0
35.1,25.9,1029.9,10.4,3.9,12.0,48.0,27.0,0.0
36.7,22.1,1032.1,11.1,7.0,14.0,48.0,28.0,0.0
43.9,24.8,1028.2,11.1,8.6,20.0,69.1,28.0,0.0
66.9,39.8,1003.6,9.4,13.1,18.1,73.9,60.1,0.0
57.8,34.0,1020.0,10.1,3.5,13.0,73.9,42.1,0.0
56.1,32.4,1012.4,11.3,2.5,8.0,73.0,37.9,0.0
60.5,40.8,1006.2,11.4,8.5,21.0,75.0,50.0,0.0
46.9,33.5,1017.8,10.8,4.5,8.0,59.0,42.1,0.0
60.4,38.7,1011.7,10.2,12.1,26.0,75.0,48.9,0.0
56.9,24.2,997.4,10.9,13.1,22.0,75.9,46.9,0.0
38.5,28.8,1022.5,11.2,6.6,12.0,50.0,30.0,0.0
53.0,49.0,1015.3,6.5,12.6,19.0,57.0,50.0,1.0
48.2,33.6,1023.7,11.3,6.9,21.0,64.0,34.0,0.0
61.4,55.6,1021.0,8.0,8.1,12.0,75.0,55.0,0.0
77.4,61.0,1003.9,11.1,9.9,17.1,89.1,66.0,0.0
63.1,50.2,1012.8,10.6,7.7,22.0,77.0,50.0,1.0
62.9,53.4,1013.8,6.3,6.9,15.0,75.0,57.0,1.0
50.0,30.5,1023.7,11.3,10.6,15.9,63.0,37.9,0.0
55.2,51.5,1017.8,7.3,8.6,12.0,59.0,52.0,0.0
64.5,50.8,1019.0,9.6,1.9,7.0,82.0,48.0,0.0
74.2,62.3,1012.7,10.5,10.3,15.9,86.0,62.1,0.0
81.7,61.0,1001.2,11.2,10.9,15.9,93.0,72.0,0.0
73.9,56.0,1003.2,11.4,7.4,15.0,89.1,62.1,0.0
67.4,52.6,1016.4,11.1,2.9,6.0,78.1,57.0,0.0
71.7,53.4,1015.4,11.2,4.4,11.1,80.1,63.0,0.0
68.2,56.1,1013.9,11.0,11.3,17.1,80.1,59.0,0.0
81.7,68.5,1008.8,11.3,9.4,14.0,93.0,69.1,0.0
82.5,70.7,1012.6,11.0,6.1,11.1,93.0,71.1,0.0
78.0,66.5,1014.3,11.2,10.0,18.1,88.0,70.0,0.0
69.9,62.2,1014.2,10.6,8.8,15.0,78.1,63.0,1.0
74.6,62.1,1007.9,11.3,3.4,7.0,87.1,64.9,0.0
79.1,68.6,1008.0,11.0,7.1,15.0,90.0,69.1,1.0
77.7,62.3,1014.5,11.2,4.3,8.9,87.1,64.9,0.0
82.5,70.5,1012.2,10.2,9.9,13.0,91.9,73.0,0.0
73.0,62.1,1014.5,10.7,3.9,7.0,82.9,64.9,0.0
74.8,62.0,1017.9,11.1,5.0,11.1,88.0,68.0,1.0
77.4,66.3,1014.0,10.6,8.3,15.0,87.1,69.1,1.0
77.0,67.7,1011.1,10.2,7.2,17.1,86.0,70.0,1.0
70.3,57.8,1015.7,11.1,8.1,11.1,82.0,61.0,0.0
70.0,57.7,1016.9,10.7,7.1,11.1,84.9,62.1,1.0
72.8,62.3,1015.2,10.1,5.4,12.0,87.1,62.1,0.0
75.5,69.8,1009.8,7.2,7.4,12.0,84.0,68.0,1.0
70.8,61.6,1018.0,10.4,4.1,7.0,79.0,62.1,0.0
66.6,60.6,1019.3,9.2,5.0,8.9,73.9,62.1,0.0
67.3,61.8,1015.3,6.8,5.5,8.0,82.9,60.1,0.0
55.9,48.8,1024.8,10.8,6.1,10.1,64.0,48.0,0.0
55.2,49.5,1020.0,9.9,8.5,15.9,70.0,45.0,0.0
72.3,64.0,1019.4,10.3,7.8,15.9,84.9,63.0,0.0
60.7,52.7,1024.3,9.4,6.8,15.9,66.0,55.9,1.0
63.0,55.3,1021.6,7.9,1.9,4.1,75.9,51.1,0.0
58.9,43.4,1018.1,11.0,5.4,15.0,79.0,44.1,0.0
66.0,43.7,1018.4,11.1,7.9,15.9,84.9,55.0,0.0
63.7,50.3,1019.1,10.6,3.8,10.1,78.1,50.0,0.0
64.0,50.6,1021.3,10.5,4.6,8.9,75.9,54.0,0.0
65.3,56.4,1014.3,8.2,3.1,8.0,82.0,51.1,0.0
68.0,58.7,1012.7,10.4,6.8,18.1,81.0,59.0,0.0
56.6,33.7,1023.3,10.9,6.4,12.0,63.0,50.0,0.0
47.3,27.5,1029.1,10.8,7.1,13.0,57.0,36.0,0.0
39.9,21.8,1024.5,10.9,6.9,12.0,52.0,27.0,0.0
50.6,45.0,1005.4,4.3,4.6,8.0,63.0,43.0,1.0
50.1,39.1,1008.8,10.2,4.0,8.9,59.0,41.0,0.0
30.0,18.7,1026.8,10.9,11.0,15.0,37.0,21.9,0.0
46.5,41.5,1013.7,7.3,5.2,14.0,57.9,42.1,1.0
38.4,25.6,1019.5,10.8,7.7,18.1,55.0,30.9,0.0
38.7,26.9,1019.0,9.1,8.0,15.0,46.9,34.0,0.0
32.1,13.4,1026.2,10.9,5.1,10.1,48.0,19.0,0.0
33.9,20.5,1019.3,10.8,7.1,19.0,52.0,21.0,0.0
15.4,5.6,1024.3,10.7,7.6,11.1,19.9,12.0,0.0
0.2,-12.7,1029.6,10.8,5.0,12.0,7.0,-5.1,0.0
-2.5,-13.8,1036.8,10.4,3.5,8.0,5.0,-9.9,0.0
3.7,-9.2,1030.9,10.4,4.2,13.0,10.0,-2.0,0.0
5.2,-5.4,1032.1,10.1,2.9,11.1,28.0,-8.0,0.0
23.0,13.5,1023.5,10.3,4.9,12.0,30.9,16.0,0.0
24.8,12.4,1032.4,10.4,10.0,15.9,35.1,19.9,0.0
34.8,16.4,1023.3,10.8,4.3,10.1,52.0,25.0,0.0
22.5,13.0,1015.1,6.8,12.8,18.1,28.9,17.1,0.0
15.8,9.2,1021.1,8.9,0.9,8.9,33.1,3.0,0.0
27.2,21.7,1019.9,8.0,6.7,15.9,37.0,12.0,0.0
33.7,23.3,1005.7,9.2,3.1,12.0,53.1,24.1,0.0
26.5,15.7,1009.3,9.5,9.8,20.0,35.1,17.1,0.0
15.6,1.5,1031.5,10.8,4.8,15.9,35.1,5.0,0.0
34.6,17.7,1020.3,10.9,2.6,7.0,51.1,21.0,0.0
37.0,25.4,1009.7,8.8,1.9,7.0,54.0,24.1,0.0
32.0,22.1,1012.7,10.1,6.3,14.0,37.9,25.0,0.0
29.1,19.7,1014.4,10.7,6.6,15.0,37.0,21.0,0.0
34.5,23.4,1011.4,10.4,6.5,15.0,48.9,28.0,0.0
17.6,7.3,1028.1,10.3,5.4,12.0,28.9,9.0,0.0
26.9,14.3,1014.0,8.3,10.5,20.0,48.9,17.1,0.0
40.3,12.5,1009.9,9.2,10.6,22.9,55.9,24.1,0.0
21.5,7.7,1025.1,10.9,8.9,18.1,30.0,16.0,0.0
27.8,19.8,1020.4,6.4,8.0,12.0,30.9,24.1,1.0
40.7,24.9,1016.4,10.9,8.3,24.1,64.9,26.1,0.0
45.1,19.3,1019.0,10.9,9.0,20.0,61.0,34.0,0.0
43.7,31.1,1007.3,10.4,15.3,20.0,54.0,39.0,0.0
25.8,13.1,1019.1,10.8,12.5,15.9,42.1,21.0,0.0
30.5,17.8,1023.3,10.7,8.8,14.0,42.1,19.9,0.0
49.8,29.6,1011.1,11.1,10.7,14.0,72.0,35.1,0.0
38.7,34.3,1010.3,6.4,8.2,14.0,46.0,34.0,1.0
43.7,22.1,1023.0,10.9,4.3,12.0,66.9,27.0,0.0
67.0,39.7,1007.8,11.1,5.8,17.1,89.1,50.0,0.0
65.4,46.0,1006.8,11.3,14.8,20.0,84.0,53.1,0.0
