n1,n2,n3,n4,n5,n6,n7,n8,class
56.7,35.9,1014.6,13.5,3.0,10.1,68.0,46.0,0.0
52.4,32.7,1020.4,9.8,7.6,14.0,60.1,46.9,1.0
53.6,44.9,1010.8,13.4,10.1,20.0,72.0,48.0,0.0
71.5,52.0,1004.3,14.9,11.0,15.9,82.9,59.0,0.0
54.3,39.3,1018.9,10.4,3.0,10.1,66.0,44.1,1.0
58.2,49.5,1022.3,5.4,2.0,6.0,64.0,55.0,0.0
61.5,40.8,1018.1,12.7,5.2,13.0,75.9,45.0,0.0
68.4,46.5,1011.5,13.3,7.2,10.1,84.9,55.9,0.0
74.8,64.1,1009.7,12.8,10.1,20.0,82.0,64.9,1.0
70.6,60.8,1012.1,12.6,3.5,8.9,80.1,64.0,1.0
71.0,60.6,1007.9,8.9,3.6,7.0,84.0,59.0,0.0
72.9,64.2,1009.1,11.1,8.6,17.1,87.1,64.0,1.0
63.3,50.5,1022.0,11.9,4.9,8.9,73.0,53.1,0.0
66.8,50.8,1011.4,11.9,4.9,14.0,80.1,54.0,0.0
67.9,46.9,1017.6,10.8,2.8,7.0,81.0,54.0,0.0
79.5,70.6,1012.2,11.9,8.9,12.0,91.0,72.0,0.0
76.7,57.7,1016.2,12.8,3.6,12.0,93.9,62.1,0.0
74.1,60.7,1019.8,9.2,5.3,11.1,82.9,64.9,0.0
73.5,58.2,1011.4,12.3,9.9,15.9,84.0,64.9,0.0
72.6,61.2,1009.1,13.3,4.1,10.1,82.9,64.9,0.0
75.0,63.8,1010.5,13.4,4.8,8.0,84.0,66.0,1.0
68.7,60.7,1011.2,10.0,3.9,14.0,86.0,57.0,1.0
79.2,70.8,1015.5,10.2,5.2,10.1,89.1,73.0,0.0
84.0,68.9,1012.3,14.9,5.4,10.1,93.9,73.0,0.0
81.3,67.1,1015.7,12.7,2.4,6.0,93.0,71.1,0.0
76.0,61.9,1013.1,13.3,6.2,15.9,88.0,66.0,0.0
70.1,57.9,1023.2,11.7,1.4,5.1,80.1,60.1,0.0
74.4,62.5,1020.0,12.3,3.4,10.1,84.9,63.0,0.0
67.3,56.0,1025.1,12.8,2.7,7.0,75.9,57.9,0.0
68.9,59.7,1015.8,10.0,6.0,11.1,80.1,60.1,0.0
77.2,64.7,1012.1,11.8,1.0,4.1,88.0,64.9,0.0
77.0,66.4,1003.1,13.5,6.4,10.1,87.1,70.0,0.0
61.8,54.7,1018.1,8.9,3.1,10.1,73.9,51.1,1.0
77.8,69.5,1015.5,9.9,5.1,11.1,88.0,69.1,0.0
57.4,51.3,1010.1,11.8,10.3,15.9,66.9,50.0,1.0
62.0,49.9,1021.9,14.3,7.3,15.0,78.1,51.1,0.0
66.0,56.9,1001.7,11.8,5.7,15.0,80.1,55.0,1.0
53.3,43.1,1023.2,12.1,3.6,7.0,64.0,42.1,0.0
58.6,48.3,1012.4,9.6,9.3,17.1,69.1,50.0,1.0
54.7,38.5,1021.2,13.5,1.6,8.0,70.0,42.1,0.0
64.4,48.8,1008.4,13.4,10.8,15.9,75.9,54.0,0.0
62.6,47.7,1008.9,13.3,9.2,14.0,75.9,54.0,1.0
55.6,42.1,1029.0,11.9,2.1,8.0,75.0,43.0,0.0
42.7,31.8,1022.3,12.6,3.4,8.9,53.1,34.0,0.0
50.6,34.0,1014.3,12.2,6.0,18.1,63.0,36.0,1.0
53.6,32.9,1014.9,12.2,13.1,20.0,61.0,46.9,0.0
49.4,41.5,1018.2,10.4,2.8,8.9,61.0,42.1,0.0
39.3,24.3,1015.8,13.3,9.3,18.1,48.9,33.1,0.0
32.3,17.7,1031.5,12.8,4.0,8.0,45.0,21.9,0.0
51.2,39.7,1009.1,11.5,6.8,13.0,57.9,41.0,0.0
34.5,32.5,1017.4,8.3,14.6,22.0,39.9,30.9,1.0
31.5,25.1,1024.0,10.7,3.8,6.0,35.1,25.0,0.0
39.9,31.7,1018.2,13.9,5.2,14.0,55.9,30.9,0.0
28.4,22.6,1031.1,9.0,3.0,7.0,36.0,21.9,0.0
38.1,36.5,1019.7,1.6,2.4,7.0,42.1,34.0,0.0
40.2,26.8,1013.5,13.0,7.2,17.1,48.0,33.1,0.0
7.0,-0.9,1025.3,9.0,10.0,13.0,12.0,1.9,0.0
7.5,-0.4,1024.6,10.4,3.6,10.1,14.0,-0.9,0.0
24.3,22.4,1007.0,0.7,5.3,10.1,28.0,18.0,0.0
21.2,17.9,1014.4,2.8,6.2,14.0,32.0,12.9,0.0
29.5,22.1,1013.7,11.5,3.4,7.0,35.1,25.0,0.0
6.1,0.6,1019.5,11.5,3.4,12.0,21.9,-6.0,0.0
31.9,25.2,1010.8,13.7,3.0,8.0,43.0,23.0,0.0
23.7,18.0,1004.1,7.4,10.9,19.0,30.0,19.0,1.0
1.5,-8.5,1035.2,12.0,4.4,14.0,21.9,-9.9,0.0
10.1,3.7,1025.1,12.9,3.4,13.0,23.0,1.0,0.0
-0.2,-8.9,1032.1,4.5,8.9,12.0,1.9,-4.0,0.0
8.9,-1.4,1027.7,13.2,3.8,11.1,28.0,-4.0,0.0
20.4,9.4,1030.1,12.9,6.6,11.1,34.0,10.9,0.0
23.1,17.1,1023.9,11.6,6.2,10.1,42.1,12.9,0.0
45.5,36.6,1005.6,13.3,5.7,20.0,57.0,37.9,0.0
23.9,15.8,1016.5,11.7,6.7,8.9,30.0,18.0,1.0
35.6,33.5,1015.3,3.9,5.4,12.0,48.9,30.9,0.0
32.7,25.9,1019.1,11.1,5.3,10.1,46.9,28.0,0.0
21.3,16.7,1026.2,9.3,4.8,14.0,25.0,18.0,0.0
18.0,13.4,1023.9,5.7,6.8,10.1,21.9,12.9,0.0
-4.8,-16.5,1036.9,12.6,5.2,12.0,5.0,-16.1,0.0
15.0,10.6,1013.7,4.0,15.7,24.1,28.9,8.1,0.0
33.8,30.6,1006.5,4.8,9.1,14.0,37.0,32.0,1.0
32.2,29.0,999.2,4.5,14.7,20.0,35.1,30.0,1.0
19.7,13.6,1027.2,11.4,3.6,7.0,30.9,10.0,0.0
37.7,30.8,1008.0,10.0,5.9,12.0,48.0,34.0,0.0
44.3,35.8,1015.4,7.2,9.2,13.0,54.0,37.9,1.0
58.4,42.3,1004.4,13.1,5.0,12.0,75.9,43.0,0.0
32.5,25.0,1015.9,8.6,14.2,22.0,37.0,28.9,0.0
43.4,27.9,1022.7,12.8,1.1,8.0,61.0,28.0,0.0
39.0,25.8,1011.0,14.3,3.6,14.0,60.1,27.0,0.0
36.5,20.0,1024.9,13.3,6.1,17.1,53.1,24.1,0.0
49.7,28.2,1023.3,13.5,5.6,11.1,68.0,33.1,0.0
67.5,47.6,1005.6,12.3,16.3,24.1,84.9,57.0,0.0
66.9,39.0,1013.3,13.4,8.3,15.0,82.9,50.0,0.0
55.1,49.9,1002.6,7.2,6.6,11.1,70.0,48.9,0.0
66.6,36.0,1015.0,13.7,4.0,11.1,82.9,51.1,0.0
66.8,46.1,1014.6,14.8,10.1,18.1,91.9,52.0,0.0
73.1,62.1,1008.6,7.5,9.1,13.0,88.0,61.0,0.0
77.2,57.1,1011.1,13.4,13.3,18.1,86.0,69.1,0.0
70.6,55.3,1014.6,12.7,8.1,13.0,84.9,57.9,1.0
65.3,48.4,1002.6,13.3,14.9,21.0,75.0,59.0,1.0
64.9,60.4,1010.4,7.8,8.6,12.0,73.9,60.1,0.0
68.7,55.0,1014.3,12.9,5.3,12.0,80.1,57.0,0.0
66.1,61.7,1011.0,5.9,5.5,10.1,75.0,59.0,0.0
69.2,62.5,1013.2,8.2,4.6,12.0,75.9,62.1,0.0
70.1,56.7,1017.8,14.2,8.0,12.0,79.0,62.1,0.0
76.0,64.7,1006.7,12.5,13.3,19.0,87.1,66.0,0.0
71.6,58.3,1015.9,13.7,7.3,12.0,81.0,63.0,0.0
76.9,62.0,1015.0,14.0,5.8,10.1,86.0,69.1,0.0
77.2,63.8,1017.5,12.0,9.2,15.0,87.1,66.0,0.0
80.5,67.2,1009.9,14.2,5.5,12.0,90.0,73.9,0.0
78.0,67.1,1012.5,14.4,6.2,11.1,90.0,66.0,0.0
76.9,63.5,1012.7,13.3,6.0,10.1,91.9,66.9,0.0
77.1,71.7,1004.5,10.9,7.9,14.0,84.9,71.1,1.0
75.0,64.9,1019.8,10.8,6.5,15.0,84.9,66.9,0.0
78.2,69.9,1012.5,12.2,4.7,11.1,87.1,68.0,1.0
64.7,51.1,1024.2,14.3,2.2,8.0,73.9,53.1,0.0
69.0,60.7,1018.0,13.2,5.6,11.1,77.0,64.0,1.0
73.0,62.8,1011.2,13.7,5.5,12.0,82.0,63.0,0.0
77.8,65.1,1013.4,13.5,5.1,7.0,88.0,66.0,0.0
75.3,63.6,1012.5,12.2,8.2,14.0,82.9,68.0,1.0
73.6,58.6,1016.5,12.4,5.2,10.1,90.0,66.0,1.0
79.2,65.4,1008.1,12.5,4.1,12.0,91.9,70.0,1.0
78.7,64.6,1009.0,13.2,6.1,14.0,87.1,69.1,1.0
73.9,56.7,1013.0,13.7,7.1,15.9,91.9,59.0,0.0
68.2,61.4,1010.0,10.1,9.1,14.0,75.9,60.1,1.0
57.8,51.7,1019.3,11.1,10.0,14.0,75.0,50.0,1.0
65.9,61.4,1005.7,8.4,7.9,12.0,72.0,63.0,1.0
75.5,67.2,1008.6,12.2,6.6,14.0,88.0,66.0,0.0
71.0,64.5,1016.7,13.0,3.4,10.1,79.0,64.9,0.0
51.5,36.9,1028.6,13.5,4.1,7.0,64.0,39.9,0.0
66.6,57.8,1016.9,9.3,5.8,14.0,73.9,61.0,0.0
55.9,44.7,1020.4,13.2,4.0,11.1,66.9,45.0,0.0
57.5,55.0,1016.0,3.8,9.9,12.0,60.1,55.9,1.0
60.9,56.8,1007.1,6.1,8.7,11.1,66.9,57.0,1.0
69.1,60.2,1009.9,11.8,6.3,15.0,82.9,57.0,0.0
71.5,65.6,1009.8,9.5,7.5,14.0,81.0,66.0,0.0
51.7,43.2,1019.5,10.3,2.9,11.1,69.1,39.9,1.0
55.2,43.6,1012.5,13.5,7.4,18.1,62.1,50.0,0.0
39.8,27.1,1023.0,13.2,3.8,7.0,59.0,28.9,0.0
49.6,31.4,1022.0,13.2,8.4,15.9,57.9,41.0,0.0
40.4,36.4,1025.7,5.4,7.0,10.1,43.0,39.0,1.0
41.9,30.9,1021.1,14.9,7.0,14.0,52.0,36.0,0.0
46.2,30.6,1015.5,13.3,6.6,13.0,57.0,34.0,0.0
47.6,36.0,1010.6,8.6,4.6,12.0,54.0,43.0,0.0
33.8,27.6,1023.8,9.1,6.3,11.1,41.0,30.9,0.0
43.3,26.6,1016.5,11.9,11.5,22.9,48.0,39.0,0.0
45.7,41.9,1021.6,4.5,8.5,12.0,48.9,42.1,1.0
52.7,42.9,1019.8,9.7,5.7,15.0,60.1,48.0,0.0
30.5,14.1,1021.0,11.2,14.0,20.0,39.9,24.1,0.0
22.9,2.8,1022.6,10.8,15.9,21.0,30.0,18.0,0.0
22.9,8.9,1023.6,10.7,8.0,12.0,43.0,10.0,0.0
40.8,28.2,1013.7,11.6,1.5,5.1,55.9,30.0,0.0
28.3,23.4,1024.7,2.5,3.7,7.0,32.0,25.0,0.0
18.8,12.1,1025.9,7.3,7.5,14.0,19.9,14.0,0.0
20.9,11.3,1027.1,10.9,7.9,14.0,33.1,12.0,0.0
27.3,24.1,1021.7,1.2,8.6,14.0,30.0,25.0,1.0
26.8,20.3,1021.8,8.8,5.9,10.1,42.1,19.0,0.0
25.8,20.2,1007.0,4.6,13.3,18.1,41.0,14.0,1.0
5.7,-7.9,1024.0,10.4,6.8,12.0,14.0,0.0,0.0
7.8,-2.2,1024.7,9.3,10.1,15.0,24.1,-2.9,0.0
12.6,7.2,1019.5,6.4,9.2,15.9,28.0,-6.0,0.0
-1.4,-10.1,1028.0,8.9,6.2,13.0,7.0,-9.9,0.0
6.9,-3.3,1030.8,8.0,4.1,8.0,10.0,5.0,0.0
14.9,2.9,1034.8,11.2,8.3,17.1,36.0,3.9,0.0
30.9,27.0,1019.7,6.1,6.8,13.0,35.1,28.9,0.0
12.5,3.4,1026.8,10.8,12.3,15.9,25.0,7.0,0.0
18.4,4.3,1030.5,10.8,7.6,14.0,28.0,12.9,0.0
35.9,29.3,1012.3,5.0,7.8,13.0,51.1,28.0,1.0
25.8,15.3,1018.2,8.9,7.2,17.1,35.1,21.0,0.0
32.5,19.8,1009.5,10.4,8.0,13.0,46.0,26.1,0.0
37.5,34.2,1018.3,2.1,4.7,12.0,46.9,34.0,0.0
35.2,24.5,1016.3,11.4,8.6,21.0,42.1,28.0,0.0
38.5,32.9,1003.2,6.7,7.4,11.1,44.1,36.0,1.0
41.1,28.1,1017.2,10.4,12.1,22.0,55.9,34.0,0.0
40.1,33.9,1003.5,5.4,13.6,21.0,48.9,36.0,1.0
60.7,32.8,1016.8,11.4,13.5,26.0,73.9,50.0,0.0
54.9,29.2,1010.0,11.0,3.5,7.0,75.0,39.9,0.0
60.3,48.1,1017.1,8.9,5.1,12.0,72.0,53.1,0.0
40.4,22.6,1028.8,10.9,8.4,15.9,54.0,27.0,0.0
59.4,40.8,1004.4,11.1,4.8,10.1,72.0,46.0,0.0
48.7,34.5,1023.2,11.1,8.6,14.0,57.9,39.9,0.0
65.3,40.2,998.2,10.4,12.3,22.0,75.0,48.9,1.0
53.4,31.5,1008.0,10.9,4.0,20.0,73.0,37.9,0.0
42.5,31.6,1021.9,10.4,6.8,11.1,53.1,33.1,1.0
56.1,54.4,1009.8,4.2,11.9,19.0,69.1,51.1,1.0
56.8,42.6,1010.1,10.9,12.1,15.9,63.0,50.0,1.0
60.3,56.2,1023.7,4.8,3.4,8.0,72.0,55.0,1.0
70.6,57.1,1008.3,11.5,9.1,12.0,86.0,60.1,0.0
64.2,49.3,1018.6,10.9,3.5,10.1,75.0,50.0,0.0
62.2,44.5,1016.6,11.6,7.0,13.0,73.0,48.9,0.0
46.0,27.0,1029.1,11.3,6.0,12.0,59.0,30.9,0.0
58.9,56.5,1012.7,5.7,7.3,12.0,66.0,55.9,1.0
71.2,57.2,1019.6,11.3,6.5,14.0,82.0,61.0,0.0
75.9,62.7,1012.4,10.7,9.2,15.9,86.0,68.0,1.0
82.8,69.6,1006.2,10.6,8.5,14.0,93.9,73.0,0.0
67.0,52.5,1011.7,11.4,5.4,8.9,78.1,55.9,0.0
67.5,60.0,1014.8,9.3,7.8,13.0,75.0,63.0,1.0
73.4,59.5,1012.1,11.1,4.0,8.9,82.9,64.9,1.0
72.4,60.9,1016.7,10.5,11.2,15.9,84.0,63.0,0.0
76.5,69.7,1013.2,10.8,5.7,14.0,87.1,64.0,1.0
83.0,69.4,1015.0,10.9,3.7,10.1,95.0,70.0,0.0
77.9,70.8,1010.9,10.4,9.1,27.0,89.1,70.0,1.0
70.9,61.9,1017.5,10.9,5.1,8.9,79.0,63.0,0.0
73.5,66.6,1011.3,9.0,5.3,11.1,84.0,68.0,0.0
78.7,68.8,1010.8,11.0,7.8,14.0,87.1,66.9,1.0
77.9,64.2,1013.4,11.2,5.1,11.1,88.0,68.0,1.0
81.2,67.1,1013.7,9.9,11.3,15.0,90.0,72.0,0.0
75.6,63.2,1013.5,10.9,3.3,14.0,87.1,64.9,0.0
87.3,65.6,1009.5,11.0,10.2,15.0,99.0,79.0,0.0
78.2,70.1,1013.9,9.4,6.2,12.0,86.0,71.1,1.0
77.7,67.3,1014.9,10.6,2.8,6.0,86.0,72.0,0.0
65.9,54.3,1021.8,10.8,3.8,10.1,73.9,55.0,0.0
59.3,53.6,1020.3,7.9,4.1,8.0,68.0,55.9,1.0
77.4,65.3,1011.8,10.9,7.2,12.0,91.0,69.1,0.0
70.3,64.3,1019.0,7.2,7.1,12.0,78.1,64.0,0.0
68.4,56.8,1021.5,10.9,3.8,8.9,77.0,59.0,0.0
67.5,60.3,1017.5,10.1,5.4,10.1,77.0,59.0,0.0
73.0,64.2,1015.5,6.4,2.3,6.0,82.9,61.0,0.0
71.1,65.8,1010.1,7.5,6.4,8.9,84.0,66.0,1.0
64.8,57.3,1016.6,10.0,9.6,14.0,80.1,54.0,0.0
73.6,63.0,1015.6,10.4,5.4,12.0,87.1,62.1,0.0
59.5,51.3,1021.5,9.6,11.1,17.1,73.0,52.0,1.0
66.9,55.5,1018.0,10.4,3.2,8.0,82.9,54.0,0.0
64.1,48.7,1014.5,11.0,4.0,8.9,82.0,50.0,0.0
71.8,47.2,1017.0,10.9,5.9,14.0,93.0,55.9,0.0
63.9,50.7,1014.5,10.8,5.9,10.1,73.9,50.0,0.0
64.3,48.4,1021.7,10.9,6.1,14.0,80.1,53.1,0.0
62.3,54.7,1016.6,8.6,3.2,10.1,72.0,53.1,1.0
65.0,58.5,1013.1,9.3,8.8,15.0,75.9,60.1,1.0
60.4,49.1,1013.9,10.5,4.7,10.1,75.0,46.9,0.0
41.0,25.6,1028.0,10.6,5.5,13.0,57.0,28.0,0.0
38.8,18.8,1022.9,10.9,5.9,15.0,60.1,24.1,0.0
51.3,33.8,1010.7,10.9,6.1,8.9,63.0,39.0,0.0
48.8,36.7,1016.5,9.9,3.1,13.0,64.9,37.9,0.0
28.9,20.9,1027.6,9.5,4.9,12.0,45.0,17.1,0.0
39.4,28.9,1020.7,10.1,4.7,14.0,59.0,26.1,0.0
45.0,39.2,1007.0,9.9,13.3,21.0,60.1,28.0,1.0
36.4,25.7,1022.0,9.9,8.8,13.0,54.0,30.0,0.0
35.2,19.1,1022.8,10.8,8.2,14.0,46.0,26.1,0.0
36.4,22.7,1018.2,10.8,4.6,8.0,53.1,25.0,0.0
29.1,18.7,1005.2,4.8,26.2,33.0,35.1,25.0,0.0
5.4,-2.1,1016.8,10.1,2.9,10.1,23.0,-6.0,0.0
2.3,-8.6,1040.0,9.2,2.8,6.0,9.0,-2.0,0.0
4.5,-8.4,1034.0,9.4,8.0,11.1,7.0,1.0,0.0
29.5,22.0,1018.3,10.8,3.2,8.9,46.0,17.1,0.0
19.3,9.9,1027.3,10.8,2.5,8.0,35.1,10.0,0.0
34.6,22.7,1018.9,8.9,6.4,13.0,55.9,23.0,0.0
34.7,19.6,1015.9,10.5,2.7,10.1,43.0,28.9,0.0
17.4,6.2,1022.0,9.6,13.7,18.1,28.9,8.1,0.0
-0.6,-10.1,1034.6,10.8,5.9,15.9,15.1,-13.0,0.0
37.4,23.6,1005.4,10.8,6.7,11.1,48.0,30.0,0.0
45.3,24.6,1006.1,10.9,5.7,14.0,57.0,34.0,0.0
23.8,7.8,1009.5,10.8,10.9,19.0,44.1,16.0,0.0
32.5,14.6,1024.5,10.8,3.1,12.0,50.0,21.0,0.0
39.3,22.5,1018.5,10.9,10.3,18.1,44.1,36.0,0.0
35.6,20.6,1003.3,10.4,14.9,25.1,48.0,30.0,0.0
30.1,23.2,1015.3,6.4,5.8,15.0,37.0,23.0,0.0
31.7,19.8,1015.9,10.0,2.6,7.0,46.0,21.9,0.0
33.7,23.0,1009.1,10.5,7.8,20.0,44.1,26.1,0.0
24.7,11.7,1021.0,10.9,4.7,15.0,44.1,12.0,0.0
16.6,7.7,1019.9,10.4,3.4,11.1,34.0,5.0,0.0
41.7,21.1,1007.1,10.6,6.1,14.0,55.0,26.1,0.0
30.2,12.1,1008.2,10.9,10.9,21.0,52.0,14.0,0.0
24.7,16.2,1015.7,8.9,4.7,15.0,36.0,12.0,0.0
55.8,29.7,1001.2,10.9,14.7,21.0,61.0,48.9,0.0
35.8,11.8,1023.0,10.9,5.8,11.1,46.0,28.0,0.0
20.4,13.3,1024.2,9.7,9.6,21.0,28.9,12.9,0.0
17.3,9.8,1019.9,5.3,13.4,19.0,27.0,10.9,0.0
26.8,12.9,1028.7,10.9,13.6,28.0,39.9,16.0,0.0
62.6,50.2,993.3,10.1,12.2,22.9,71.1,57.9,1.0
44.3,35.8,1003.1,9.2,4.6,20.0,55.9,34.0,0.0
57.4,30.2,1017.7,11.1,6.3,12.0,73.0,44.1,0.0
47.9,28.2,1018.0,11.0,10.6,20.0,57.9,37.9,0.0
50.5,28.1,1021.0,11.0,10.4,14.0,62.1,43.0,0.0
50.2,38.8,1012.3,10.9,6.2,17.1,64.0,36.0,0.0
63.3,55.3,1001.0,9.7,13.7,22.0,70.0,55.9,1.0
49.1,33.2,1011.3,11.2,7.8,15.9,61.0,37.0,0.0
70.0,51.6,1004.0,10.6,8.7,18.1,79.0,60.1,0.0
67.9,54.9,996.7,7.7,13.5,34.0,75.9,61.0,1.0
52.7,46.6,1012.9,8.2,10.9,18.1,70.0,46.0,1.0
73.3,60.5,1015.2,10.4,4.7,10.1,84.0,64.0,1.0
74.2,53.9,1021.8,11.0,5.0,10.1,87.1,62.1,0.0
68.5,53.5,1013.4,10.5,10.3,38.1,86.0,55.9,1.0
59.8,46.4,1019.2,10.8,5.0,13.0,63.0,55.0,0.0
56.7,38.2,1022.1,11.3,2.2,8.0,64.9,48.9,1.0
62.4,50.1,1016.5,11.2,6.1,13.0,73.9,52.0,0.0
72.7,58.8,997.2,9.8,13.7,24.1,86.0,64.0,1.0
74.1,64.0,1011.4,11.0,3.0,10.1,82.0,64.9,1.0
72.4,64.3,1009.1,10.1,12.5,22.0,80.1,66.0,1.0
72.3,63.0,1012.6,10.4,1.6,8.0,80.1,64.9,1.0
74.1,57.2,1020.6,11.1,3.0,10.1,87.1,61.0,0.0
77.3,59.8,1018.3,10.6,7.9,14.0,87.1,66.9,0.0
74.0,60.0,1013.2,9.2,6.8,20.0,90.0,66.0,1.0
81.4,68.8,1011.4,9.4,6.6,30.1,91.0,73.0,1.0
73.8,66.7,1013.0,9.8,6.8,15.0,80.1,68.0,1.0
79.2,62.8,1010.2,11.2,12.0,20.0,91.0,68.0,0.0
80.4,66.9,1017.3,11.2,6.6,15.9,91.9,71.1,1.0
81.9,65.0,1012.9,10.9,11.4,15.9,91.9,73.0,1.0
78.8,67.0,1012.1,10.9,5.1,10.1,87.1,71.1,0.0
82.6,65.3,1011.3,10.9,11.0,15.9,98.1,72.0,0.0
76.7,64.9,1016.2,10.9,10.5,17.1,86.0,66.9,1.0
68.9,52.9,1022.2,11.0,3.7,10.1,80.1,54.0,0.0
57.4,44.0,1019.8,11.0,6.2,15.9,68.0,45.0,0.0
64.3,56.9,1015.9,9.1,1.3,8.9,73.0,54.0,0.0
72.7,65.3,1003.3,10.0,7.0,12.0,82.9,69.1,1.0
69.0,56.7,1014.2,11.0,8.0,22.0,88.0,57.9,1.0
64.4,56.1,1005.7,9.9,7.3,18.1,75.9,55.9,1.0
72.9,64.5,1014.3,10.9,10.4,20.0,88.0,66.0,1.0
63.2,55.5,1018.4,10.2,2.0,8.0,70.0,55.9,1.0
78.1,69.8,1012.4,10.0,8.5,17.1,87.1,69.1,0.0
58.9,47.8,1021.5,11.1,3.9,11.1,73.0,46.9,0.0
62.8,59.4,1015.9,5.6,2.5,7.0,66.9,60.1,1.0
60.1,55.1,1017.6,10.1,1.3,6.0,64.9,57.0,1.0
61.2,49.1,1013.1,10.9,4.5,20.0,80.1,48.0,0.0
54.9,41.4,1017.6,10.9,1.0,4.1,72.0,44.1,0.0
58.2,35.3,1013.6,10.9,7.4,20.0,75.0,43.0,0.0
54.9,35.9,1014.4,11.0,6.5,14.0,71.1,44.1,0.0
49.7,33.0,1021.2,9.6,8.7,14.0,55.0,45.0,1.0
57.3,45.4,1015.6,10.8,4.9,18.1,73.0,43.0,0.0
41.8,21.5,1026.7,10.9,8.3,17.1,53.1,30.0,0.0
44.3,28.9,1031.7,10.8,3.4,7.0,55.9,32.0,0.0
52.0,46.4,1016.9,6.2,3.4,12.0,69.1,44.1,0.0
63.9,47.4,1012.8,10.9,12.9,20.0,73.9,55.9,0.0
47.8,42.6,1023.8,9.5,9.3,15.0,51.1,45.0,1.0
54.1,48.7,1018.6,5.7,3.8,14.0,68.0,46.0,0.0
53.2,40.7,996.2,10.8,9.6,17.1,64.9,43.0,1.0
37.7,30.9,1028.4,8.6,8.5,13.0,42.1,34.0,1.0
24.8,9.8,1009.9,10.8,20.2,35.0,39.0,12.9,0.0
31.3,26.1,1020.6,6.8,1.1,5.1,45.0,24.1,0.0
23.9,9.6,1015.7,10.8,9.1,18.1,34.0,18.0,0.0
24.5,18.5,1009.4,6.1,11.6,15.9,30.0,19.0,0.0
20.1,15.2,1033.2,6.2,2.3,7.0,25.0,18.0,0.0
36.7,32.2,1013.0,6.0,3.8,8.0,39.0,34.0,1.0
23.3,9.9,1025.4,10.8,9.2,18.1,37.9,10.9,0.0
2.7,-12.7,1042.8,10.7,6.8,13.0,19.9,-6.0,0.0
33.5,27.0,1009.4,8.7,3.7,8.9,48.0,24.1,0.0
8.2,1.5,1021.5,9.6,5.3,15.0,19.0,-2.0,0.0
31.2,22.8,1019.4,8.6,4.0,8.9,39.0,24.1,0.0
21.0,13.6,1032.0,8.2,2.3,10.1,35.1,10.9,0.0
42.3,39.6,1006.1,4.5,3.4,13.0,45.0,39.9,1.0
26.1,15.3,1019.8,10.5,4.2,12.0,39.9,18.0,0.0
17.4,10.5,1020.4,9.7,9.4,17.1,28.0,10.0,0.0
28.4,18.1,1016.2,10.7,4.3,12.0,41.0,21.0,0.0
27.1,22.0,1010.0,6.4,12.5,15.9,34.0,21.0,1.0
18.5,8.3,1021.5,10.8,4.2,15.9,39.0,7.0,0.0
4.7,-3.9,1012.4,10.2,6.3,18.1,28.9,-9.9,0.0
11.6,4.5,1034.0,9.5,4.3,18.1,30.0,-0.9,0.0
18.2,8.7,1027.0,9.9,4.1,12.0,28.0,7.0,0.0
9.3,2.1,1016.2,7.7,9.3,18.1,15.1,1.9,0.0
12.0,4.9,1029.3,10.7,3.9,8.0,27.0,1.9,0.0
39.7,32.0,1009.0,10.9,6.1,12.0,48.0,34.0,0.0
1.6,-9.2,1025.2,9.8,8.9,34.0,10.9,-6.0,0.0
42.3,38.6,999.2,8.6,5.1,12.0,48.0,37.0,1.0
20.6,14.4,1018.0,6.9,14.5,22.0,28.9,17.1,1.0
30.9,23.6,1014.1,10.9,6.5,18.1,37.0,25.0,0.0
31.2,23.5,1020.4,8.3,3.4,8.0,39.0,25.0,0.0
37.2,28.3,1014.7,10.0,7.6,15.9,46.0,30.0,1.0
17.6,6.7,1031.6,10.9,3.3,8.9,24.1,12.0,0.0
9.8,0.9,1029.9,6.6,7.8,12.0,15.1,7.0,0.0
36.3,30.7,1014.2,5.4,4.8,11.1,41.0,34.0,1.0
42.4,34.5,1017.3,7.9,6.6,15.0,59.0,34.0,0.0
45.9,42.8,1012.6,4.4,10.3,15.9,51.1,43.0,1.0
45.9,40.6,1016.2,7.7,9.5,18.1,57.0,39.0,0.0
43.5,33.6,1023.5,9.9,3.9,15.9,55.9,32.0,0.0
51.8,38.6,1008.1,10.9,9.8,18.1,72.0,37.9,0.0
64.9,46.8,1012.7,10.8,6.3,14.0,75.0,53.1,0.0
42.0,37.2,1013.5,8.7,13.0,20.0,46.9,39.0,1.0
57.8,34.0,1021.8,11.1,6.2,14.0,82.0,39.0,0.0
69.2,54.8,1006.9,10.5,7.2,15.9,82.9,57.9,1.0
77.8,60.8,1005.5,11.0,10.4,14.0,87.1,70.0,0.0
57.6,39.9,1019.9,10.3,2.5,13.0,68.0,48.9,0.0
67.2,58.1,1001.3,10.9,10.0,15.9,73.9,63.0,1.0
59.5,45.0,1021.1,10.7,3.4,11.1,71.1,48.0,0.0
70.2,62.5,1015.9,9.9,7.3,14.0,86.0,62.1,0.0
52.1,36.7,1012.2,11.0,10.8,17.1,63.0,43.0,0.0
71.2,58.4,1009.2,11.2,7.9,15.0,84.0,61.0,0.0
71.5,63.9,1010.5,9.7,6.3,12.0,82.0,63.0,1.0
67.1,54.8,1012.5,11.1,7.9,20.0,80.1,59.0,1.0
