n1,n2,n3,n4,n5,n6,n7,n8,class
72.6,50.8,1014.3,13.9,6.9,15.9,86.0,60.1,0.0
77.3,62.8,1005.0,13.9,5.3,13.0,93.0,66.0,1.0
68.8,54.7,1016.0,12.8,10.2,17.1,77.0,62.1,0.0
61.3,58.8,1014.0,5.1,6.6,11.1,68.0,57.9,1.0
66.3,59.0,1000.5,12.1,12.0,22.0,79.0,57.0,1.0
74.8,67.1,1012.6,11.3,9.3,15.9,82.9,66.9,1.0
65.6,51.1,1016.4,14.9,5.6,13.0,78.1,55.9,0.0
77.9,69.2,1010.3,12.6,4.2,14.0,91.0,70.0,0.0
77.2,67.0,1007.8,13.3,9.3,15.0,98.1,68.0,0.0
71.2,57.4,1023.2,13.4,4.0,10.1,79.0,64.0,0.0
77.2,70.7,1010.8,7.7,2.9,10.1,89.1,69.1,1.0
72.2,56.6,1021.7,13.8,3.5,8.0,82.0,61.0,0.0
74.0,64.0,1012.6,11.3,4.5,13.0,84.9,64.9,1.0
81.0,69.4,1014.1,14.0,5.0,10.1,91.0,71.1,0.0
81.2,66.9,1012.8,12.6,3.7,14.0,93.9,71.1,1.0
70.2,58.3,1011.9,13.4,6.5,15.9,77.0,61.0,0.0
85.5,73.4,1008.0,12.6,3.8,6.0,93.9,75.0,0.0
74.8,67.2,1012.6,13.2,7.6,22.0,84.9,68.0,1.0
71.0,57.5,1020.5,8.1,4.4,8.0,84.9,57.9,0.0
72.1,61.7,1016.9,14.7,11.0,17.1,84.0,63.0,0.0
66.6,59.8,1010.1,14.9,8.4,14.0,78.1,60.1,1.0
78.6,69.1,1009.7,13.6,8.9,14.0,87.1,69.1,0.0
75.5,65.2,1013.0,13.2,7.1,18.1,88.0,66.9,0.0
81.2,72.5,1013.8,14.9,5.4,11.1,91.0,72.0,0.0
81.3,66.9,1016.3,13.2,3.0,8.0,93.9,69.1,0.0
75.2,66.1,1012.6,11.9,8.2,15.0,87.1,68.0,1.0
57.8,44.7,1018.7,13.3,6.5,12.0,71.1,45.0,0.0
70.4,62.3,1016.2,11.5,3.0,6.0,82.0,63.0,1.0
68.3,56.1,1015.8,13.9,4.9,8.9,84.9,57.9,0.0
61.3,58.4,1011.9,8.0,3.0,8.0,66.0,57.9,1.0
60.9,48.4,1020.0,11.4,3.8,11.1,75.0,50.0,0.0
58.7,45.6,1016.7,13.3,3.2,8.0,73.0,46.9,0.0
60.3,45.5,1017.1,10.5,5.7,10.1,75.9,48.9,0.0
65.4,54.2,1018.7,12.9,3.3,10.1,79.0,53.1,0.0
61.5,53.8,1010.9,7.0,4.2,12.0,70.0,55.9,1.0
52.8,34.9,1020.2,12.2,3.3,7.0,64.0,46.0,1.0
56.3,44.9,1009.1,11.4,2.2,8.0,72.0,46.9,0.0
50.1,39.5,1014.6,12.8,4.7,8.0,64.9,37.9,0.0
46.3,41.5,1008.2,10.7,8.3,15.9,54.0,43.0,0.0
44.6,32.3,1020.9,13.7,3.3,10.1,61.0,34.0,0.0
36.1,25.2,1025.1,13.5,6.4,18.1,50.0,26.1,0.0
37.6,23.0,1019.1,13.3,4.8,8.0,52.0,28.0,0.0
50.4,45.9,1003.9,5.0,3.3,12.0,60.1,42.1,0.0
43.0,27.2,1016.2,14.0,3.3,8.0,57.9,35.1,0.0
33.7,19.6,1029.1,13.0,3.2,10.1,48.0,21.0,0.0
40.8,37.3,1006.7,7.0,4.4,8.0,54.0,32.0,0.0
18.6,9.4,1038.8,13.0,4.4,12.0,34.0,8.1,0.0
44.5,37.4,1005.9,13.2,12.4,17.1,57.0,35.1,0.0
20.3,11.0,1032.0,14.9,5.8,10.1,34.0,12.9,0.0
24.9,17.5,1031.3,10.9,5.8,11.1,39.0,18.0,0.0
27.9,17.8,1025.1,13.0,5.5,11.1,41.0,18.0,0.0
8.0,-1.8,1032.8,11.1,10.1,15.9,18.0,-2.0,0.0
37.7,29.4,1014.1,13.2,2.4,8.9,52.0,28.9,0.0
24.6,19.2,1022.9,10.1,4.5,8.9,37.0,12.9,0.0
13.8,9.4,1024.5,9.0,7.1,12.0,28.0,1.0,0.0
39.7,25.4,1016.1,12.2,1.9,6.0,55.0,28.0,0.0
33.9,23.1,1020.3,13.2,1.9,5.1,44.1,25.0,0.0
27.6,23.7,1016.5,9.0,4.7,8.0,37.9,21.9,0.0
33.7,25.2,1020.9,11.5,4.4,15.0,48.0,28.9,1.0
14.2,1.3,1019.7,11.9,2.2,8.0,23.0,5.0,0.0
4.1,-5.0,1029.0,9.4,10.2,15.0,10.0,-2.9,0.0
22.2,12.6,1025.3,13.9,5.8,12.0,45.0,8.1,0.0
10.2,2.4,1028.1,11.5,6.0,10.1,19.9,-0.9,0.0
26.8,22.2,1025.7,4.9,5.2,8.9,33.1,24.1,0.0
41.8,33.9,1011.8,11.2,2.2,8.0,57.0,32.0,0.0
40.2,30.1,1022.1,13.5,3.2,6.0,53.1,28.9,0.0
15.6,9.0,1025.7,12.2,5.3,12.0,33.1,8.1,0.0
35.3,32.0,1002.7,7.3,9.7,17.1,42.1,30.9,0.0
36.6,24.3,1021.2,12.7,2.8,7.0,45.0,30.0,0.0
43.6,30.5,1008.5,11.5,7.7,22.0,50.0,37.9,1.0
31.9,28.6,1013.9,9.3,7.0,13.0,34.0,30.0,1.0
44.1,32.7,1013.4,13.2,2.9,10.1,57.0,33.1,0.0
41.4,32.6,1014.3,12.6,6.2,11.1,55.0,35.1,1.0
38.0,25.2,1024.3,9.2,6.8,12.0,45.0,34.0,1.0
43.9,33.8,1016.5,11.9,9.7,14.0,53.1,39.9,0.0
44.3,40.9,998.5,8.5,12.5,18.1,57.9,33.1,1.0
43.1,27.9,1011.7,13.7,6.3,14.0,55.0,36.0,0.0
49.5,36.2,1008.6,13.7,3.3,12.0,62.1,42.1,1.0
37.8,28.6,1020.9,7.3,9.1,14.0,46.9,33.1,1.0
38.2,33.2,1010.5,9.6,9.7,14.0,51.1,30.0,1.0
34.8,14.8,1012.8,14.9,15.2,19.0,44.1,25.0,0.0
71.3,57.9,1000.9,11.6,14.3,22.0,88.0,63.0,0.0
62.9,30.0,1002.1,8.9,7.7,14.0,78.1,55.9,0.0
43.7,28.7,1025.1,13.8,8.2,18.1,57.9,32.0,0.0
48.4,18.8,1022.6,12.3,1.7,6.0,63.0,30.9,0.0
60.4,51.7,1006.2,12.9,8.7,13.0,73.9,54.0,1.0
61.7,42.5,1017.0,13.3,6.8,18.1,77.0,48.9,0.0
66.2,50.6,998.8,12.5,10.7,18.1,71.1,57.9,1.0
51.8,41.2,1020.8,10.6,7.1,12.0,63.0,46.9,0.0
61.3,41.7,1016.4,12.1,7.3,14.0,68.0,55.0,0.0
54.7,35.7,1022.5,11.9,5.0,14.0,64.9,39.9,0.0
65.7,48.9,1019.8,13.1,9.8,20.0,80.1,59.0,1.0
67.0,51.5,1019.1,13.7,7.7,12.0,75.9,59.0,0.0
69.5,63.2,1009.4,12.8,2.3,7.0,78.1,64.0,1.0
78.6,62.8,1010.0,13.1,5.7,12.0,88.0,68.0,0.0
61.5,51.9,1023.9,10.7,8.8,12.0,66.9,55.9,1.0
70.7,60.5,1011.7,11.5,5.5,14.0,80.1,63.0,1.0
64.6,45.9,1017.8,12.8,7.9,14.0,75.0,51.1,0.0
76.4,63.5,1009.0,11.8,9.3,18.1,86.0,63.0,1.0
83.3,67.6,1010.5,12.3,6.4,11.1,95.0,72.0,0.0
82.8,63.0,1010.3,12.1,5.8,10.1,91.9,70.0,0.0
71.9,56.8,1022.7,11.6,3.4,11.1,82.0,63.0,0.0
67.3,62.0,1012.0,11.5,3.4,8.0,75.0,62.1,1.0
75.7,63.5,1010.6,12.9,4.1,10.1,88.0,62.1,0.0
72.2,63.3,1007.3,12.0,2.5,6.0,82.0,66.9,1.0
80.5,68.8,1011.9,13.8,6.3,12.0,90.0,72.0,0.0
82.5,71.9,1011.3,10.6,4.8,12.0,93.0,73.9,0.0
78.3,68.5,1016.9,11.4,1.6,6.0,87.1,71.1,0.0
72.5,57.2,1017.3,13.3,2.8,6.0,81.0,63.0,0.0
78.5,68.9,1011.6,11.0,4.6,11.1,88.0,66.9,1.0
72.1,63.7,1020.6,9.5,3.5,8.0,82.0,64.0,0.0
75.1,67.1,1019.3,9.2,4.7,10.1,84.9,69.1,1.0
65.4,58.4,1017.3,8.1,3.9,8.9,73.0,60.1,1.0
77.1,66.5,1010.8,9.5,2.6,8.9,91.0,64.0,0.0
77.7,65.3,1014.1,12.9,4.8,12.0,89.1,66.0,0.0
63.5,47.4,1011.6,13.0,9.0,14.0,86.0,54.0,1.0
74.9,63.3,1014.3,14.1,7.0,12.0,82.9,66.9,1.0
64.0,57.3,1014.1,11.2,6.1,12.0,82.0,55.9,1.0
53.0,38.6,1025.2,13.5,4.2,10.1,69.1,39.9,0.0
65.2,52.7,1012.7,13.2,8.4,17.1,78.1,55.0,0.0
49.5,44.0,1017.7,7.2,6.2,12.0,55.9,46.9,1.0
58.5,46.4,1020.0,14.0,7.0,12.0,66.9,54.0,0.0
41.8,32.5,1025.3,11.7,1.2,8.0,54.0,33.1,0.0
62.4,46.2,1011.4,13.0,1.1,5.1,82.0,48.9,0.0
50.7,44.1,1017.5,10.0,5.2,8.9,57.9,46.9,1.0
56.1,45.5,1022.0,10.6,6.2,10.1,66.0,46.9,0.0
64.5,46.5,1008.1,13.3,4.8,15.0,82.9,48.9,0.0
51.6,30.9,1020.4,13.3,3.1,10.1,68.0,41.0,0.0
48.1,29.7,1021.7,12.9,8.5,15.0,55.9,37.9,0.0
64.7,57.3,1004.8,8.4,9.4,14.0,69.1,55.9,1.0
58.9,51.8,989.2,10.0,12.6,21.0,66.9,28.9,1.0
33.1,17.9,1035.5,13.0,5.6,10.1,43.0,23.0,0.0
44.6,32.9,1013.2,11.7,1.6,6.0,63.0,32.0,0.0
31.2,23.3,1029.7,9.8,2.6,7.0,46.0,19.0,0.0
25.3,20.0,1026.8,10.2,2.2,5.1,30.9,19.9,0.0
39.9,36.5,1007.6,5.9,7.2,12.0,44.1,37.0,1.0
40.4,36.8,1017.5,7.5,5.1,12.0,50.0,35.1,0.0
38.3,34.1,1019.2,6.2,7.4,10.1,41.0,36.0,1.0
45.5,35.9,1008.8,12.2,8.2,15.9,57.9,35.1,0.0
30.2,18.1,1021.6,10.3,5.9,14.0,37.0,25.0,0.0
4.9,-2.3,1018.5,8.5,9.9,14.0,8.1,-0.9,0.0
15.5,11.4,1022.1,7.0,1.2,6.0,26.1,7.0,1.0
1.2,-4.2,1025.5,9.3,3.7,10.1,17.1,-9.0,0.0
18.0,13.0,1028.3,7.4,4.3,8.0,19.9,16.0,0.0
10.2,1.0,1022.1,11.6,7.1,14.0,19.0,0.0,0.0
28.0,21.6,1027.8,13.0,8.4,17.1,39.0,21.9,0.0
16.4,9.3,1022.3,7.2,17.1,22.0,36.0,8.1,0.0
-2.0,-14.6,1036.1,9.1,15.5,20.0,3.9,-6.0,0.0
28.2,20.4,1010.4,13.2,9.4,20.0,36.0,23.0,0.0
5.2,-4.4,1037.5,14.0,7.4,14.0,19.0,-2.0,0.0
5.3,-2.7,1022.3,6.2,7.5,12.0,8.1,1.0,0.0
27.2,20.2,1013.5,11.9,2.1,6.0,39.0,15.1,0.0
35.6,28.5,1023.0,12.8,3.8,8.9,45.0,28.9,0.0
35.3,30.5,1016.5,5.2,5.7,10.1,50.0,28.0,0.0
8.6,-5.8,1031.2,14.9,6.4,11.1,16.0,1.0,0.0
29.0,26.3,1021.7,2.1,6.0,13.0,36.0,26.1,0.0
36.0,30.9,1019.0,12.4,3.5,11.1,45.0,28.0,0.0
32.6,31.0,1005.2,2.7,9.7,17.1,35.1,27.0,1.0
8.6,1.9,1010.6,12.1,6.0,13.0,25.0,-4.0,0.0
10.4,4.0,1022.2,7.4,10.5,14.0,17.1,5.0,0.0
12.2,2.1,1028.3,12.9,8.9,12.0,26.1,3.9,0.0
8.8,2.6,1031.7,8.3,2.4,11.1,23.0,-2.9,0.0
32.3,29.1,1011.6,2.8,7.6,11.1,34.0,30.9,1.0
20.2,12.2,1022.8,11.3,10.4,15.9,24.1,16.0,0.0
39.3,30.6,1021.8,11.8,6.6,10.1,52.0,34.0,0.0
37.8,30.8,1015.0,10.1,4.3,7.0,52.0,30.0,0.0
43.3,36.5,1021.8,3.2,2.6,10.1,62.1,36.0,1.0
37.2,24.3,1022.4,12.3,4.9,12.0,48.9,25.0,0.0
37.6,22.2,1028.3,14.2,6.3,13.0,48.9,30.0,1.0
45.5,27.8,1013.9,14.9,6.9,18.1,63.0,30.9,0.0
48.4,36.7,1018.1,11.9,4.5,10.1,60.1,39.0,1.0
37.2,18.2,1029.5,13.0,6.9,11.1,52.0,24.1,0.0
54.8,27.0,1023.8,13.5,5.6,12.0,69.1,44.1,1.0
58.2,32.1,1023.6,14.9,4.3,12.0,77.0,37.9,0.0
65.3,53.0,1004.6,11.1,7.8,14.0,80.1,55.9,1.0
57.8,31.9,1016.9,13.9,8.3,14.0,70.0,44.1,1.0
75.2,56.8,1011.9,13.2,10.3,17.1,91.0,64.0,1.0
56.6,49.7,1017.5,8.7,10.0,15.0,64.0,52.0,1.0
79.6,62.5,1002.9,11.7,12.1,19.0,87.1,70.0,0.0
76.3,60.9,1016.2,13.2,11.6,18.1,86.0,63.0,1.0
73.0,63.5,1007.1,11.5,9.7,17.1,84.9,63.0,1.0
65.4,52.4,1010.6,13.2,10.2,14.0,75.9,60.1,1.0
66.0,64.5,1000.4,10.2,14.1,22.0,70.0,64.0,1.0
58.3,48.7,1020.8,13.5,8.7,12.0,64.9,51.1,0.0
68.4,63.4,1013.4,12.7,6.4,13.0,75.9,63.0,1.0
72.2,60.0,1013.0,13.6,7.3,12.0,84.0,61.0,0.0
66.7,52.3,1017.3,13.3,7.5,15.0,78.1,55.0,0.0
73.5,61.1,1013.9,13.5,7.7,14.0,84.9,62.1,0.0
73.6,62.6,1010.6,14.2,3.5,10.1,86.0,63.0,0.0
75.6,58.6,1018.1,14.2,5.0,10.1,84.9,64.0,0.0
75.7,67.0,1017.0,11.8,2.3,7.0,84.9,66.9,0.0
79.4,69.2,1008.3,13.5,5.9,12.0,89.1,73.9,1.0
76.0,62.3,1014.9,13.2,9.2,18.1,87.1,66.9,1.0
76.2,67.6,1015.0,11.4,2.9,7.0,87.1,66.0,0.0
70.3,59.4,1017.7,13.9,6.0,11.1,79.0,61.0,0.0
79.2,68.8,1015.2,10.9,7.0,15.9,91.0,71.1,1.0
74.8,61.1,1015.9,13.5,3.5,10.1,84.9,66.9,1.0
67.2,61.8,1014.7,10.6,5.6,15.0,75.9,63.0,1.0
68.2,58.9,1021.2,13.2,1.7,8.0,75.0,62.1,1.0
76.3,66.5,1009.4,12.6,6.3,11.1,84.0,66.9,0.0
76.8,65.0,1013.9,13.8,8.3,22.9,86.0,64.9,1.0
67.8,55.8,1019.2,12.4,3.9,8.9,79.0,55.9,0.0
66.3,53.6,1019.1,11.1,5.0,14.0,78.1,52.0,0.0
72.6,64.5,1016.5,9.8,3.9,11.1,88.0,60.1,0.0
64.5,53.6,1020.4,11.6,3.4,8.0,79.0,48.0,0.0
78.0,64.6,1008.9,12.8,6.8,15.0,91.9,66.0,0.0
68.7,57.4,1017.3,13.8,5.7,14.0,81.0,59.0,0.0
57.5,45.0,1021.3,13.9,4.4,11.1,72.0,46.9,0.0
52.9,43.5,1017.9,13.4,6.0,12.0,69.1,43.0,0.0
69.6,55.7,1017.1,13.0,6.2,12.0,82.9,60.1,0.0
63.4,51.4,1019.0,13.2,2.3,6.0,77.0,51.1,0.0
59.3,53.5,1021.0,7.7,3.3,8.9,71.1,53.1,1.0
59.4,50.4,1018.5,9.0,3.2,12.0,78.1,46.0,0.0
58.8,53.0,1012.0,11.2,4.0,12.0,64.9,52.0,1.0
58.3,48.5,1013.3,10.2,1.6,5.1,72.0,46.0,0.0
61.0,53.9,1010.0,12.8,5.4,8.0,73.0,50.0,0.0
68.0,55.8,1011.3,11.6,6.3,15.0,78.1,55.9,0.0
55.2,35.2,1019.7,13.0,11.3,18.1,69.1,44.1,0.0
53.4,47.1,1014.2,11.2,8.2,13.0,59.0,48.0,1.0
38.0,29.3,1027.4,12.0,5.2,14.0,44.1,33.1,1.0
52.3,37.8,1019.9,13.0,7.6,15.9,62.1,43.0,0.0
43.9,35.4,1014.4,11.3,6.0,10.1,46.0,42.1,1.0
31.2,21.9,1023.6,14.0,5.5,10.1,41.0,25.0,0.0
33.4,23.1,1021.2,12.6,6.1,10.1,52.0,23.0,0.0
46.7,29.1,1022.4,13.3,2.9,11.1,66.9,32.0,0.0
35.7,31.7,1020.1,8.9,7.8,10.1,37.9,34.0,1.0
44.8,34.7,1002.6,11.9,5.4,15.9,53.1,35.1,0.0
36.1,27.4,1029.8,10.4,1.8,8.9,53.1,24.1,0.0
50.1,44.1,1028.1,3.9,6.0,12.0,60.1,46.0,1.0
52.1,47.5,1014.5,5.7,6.3,13.0,57.0,46.9,0.0
31.1,22.0,1014.6,11.2,5.6,17.1,37.0,27.0,0.0
3.8,-6.2,1033.4,10.8,16.7,20.0,15.1,-2.0,0.0
33.1,24.5,1013.9,10.6,4.8,8.0,48.9,23.0,0.0
42.3,31.3,1017.3,6.2,5.3,10.1,50.0,37.9,0.0
12.8,1.8,1030.0,10.7,11.1,17.1,25.0,6.1,0.0
20.1,10.6,1023.3,10.7,5.3,8.9,28.0,15.1,0.0
21.4,14.6,1024.5,7.6,9.2,11.1,28.0,17.1,1.0
28.3,25.9,1021.9,1.1,7.0,10.1,30.0,27.0,0.0
38.0,28.0,1006.8,10.8,5.6,8.9,57.0,28.0,0.0
-3.9,-13.8,1024.5,3.6,18.1,22.0,5.0,-8.0,0.0
6.8,-2.3,1031.7,9.9,3.2,10.1,17.1,-0.9,0.0
0.6,-12.5,1016.7,9.2,12.9,22.0,10.9,-8.0,0.0
-2.0,-16.4,1033.9,10.8,5.5,8.9,12.9,-11.0,0.0
5.3,-7.3,1027.6,10.9,7.7,15.0,24.1,-6.0,0.0
24.3,20.3,1006.3,4.6,8.4,15.0,39.9,12.9,1.0
38.9,33.0,1022.6,8.2,3.0,8.0,54.0,28.0,0.0
30.5,26.8,1014.2,4.1,9.3,14.0,33.1,26.1,1.0
22.5,15.0,1015.1,8.9,5.8,15.0,28.9,16.0,0.0
39.7,29.6,1019.1,10.4,6.6,12.0,51.1,30.0,1.0
5.1,-12.3,1032.8,11.3,13.0,17.1,12.0,-2.0,0.0
25.9,16.9,1020.0,10.9,7.6,14.0,36.0,18.0,0.0
30.9,20.9,1014.5,9.9,3.7,8.9,50.0,19.9,0.0
28.3,23.2,1015.0,1.4,13.4,17.1,32.0,26.1,0.0
32.7,21.4,1018.7,10.9,6.8,17.1,45.0,23.0,0.0
34.6,28.6,1022.6,5.2,9.3,12.0,37.0,33.1,0.0
36.2,22.5,1009.5,10.8,15.8,28.0,48.0,28.9,0.0
36.7,22.1,1032.1,11.1,7.0,14.0,48.0,28.0,0.0
57.7,46.5,1010.5,10.8,12.4,24.1,73.0,50.0,1.0
66.9,39.8,1003.6,9.4,13.1,18.1,73.9,60.1,0.0
69.6,54.6,1007.1,10.9,15.6,21.0,80.1,64.9,1.0
56.1,32.4,1012.4,11.3,2.5,8.0,73.0,37.9,0.0
47.6,39.1,1013.3,9.0,6.3,14.0,57.0,44.1,1.0
54.1,32.7,1023.9,10.9,3.0,11.1,72.0,39.9,0.0
56.0,36.4,1005.5,10.9,12.8,20.0,78.1,43.0,1.0
46.2,35.7,1007.6,9.7,13.1,17.1,61.0,41.0,1.0
57.0,44.2,1019.3,11.0,6.5,14.0,66.0,48.0,1.0
45.1,34.0,1023.5,9.6,13.1,20.0,55.0,39.9,1.0
65.2,55.9,1012.9,9.3,8.6,15.9,77.0,55.9,1.0
76.3,58.1,1005.6,10.9,11.9,15.9,88.0,66.9,0.0
63.2,55.0,1006.4,8.7,16.0,26.0,84.0,54.0,1.0
58.2,54.9,1013.0,5.4,6.4,10.1,64.0,55.9,1.0
56.4,40.9,1019.3,11.1,6.2,14.0,73.9,43.0,0.0
55.8,42.2,1020.9,11.2,6.2,12.0,63.0,48.9,0.0
59.7,52.3,1013.4,10.2,9.1,13.0,72.0,53.1,1.0
69.1,59.0,1012.5,10.8,10.3,15.0,82.0,62.1,1.0
78.0,62.7,1006.9,11.2,10.2,15.9,91.0,63.0,1.0
81.7,61.0,1001.2,11.2,10.9,15.9,93.0,72.0,0.0
78.5,63.9,1008.5,11.2,4.9,12.0,91.0,66.9,0.0
67.4,52.6,1016.4,11.1,2.9,6.0,78.1,57.0,0.0
65.6,55.5,1015.0,10.5,9.2,17.1,75.0,57.0,1.0
78.0,69.6,1018.8,10.7,10.1,15.0,89.1,71.1,0.0
81.7,68.5,1008.8,11.3,9.4,14.0,93.0,69.1,0.0
76.4,62.4,1017.5,11.2,9.2,14.0,89.1,66.9,0.0
75.9,70.0,1013.0,9.1,6.6,10.1,84.9,68.0,0.0
69.9,62.2,1014.2,10.6,8.8,15.0,78.1,63.0,1.0
74.6,62.1,1007.9,11.3,3.4,7.0,87.1,64.9,0.0
84.1,69.0,1009.1,11.1,8.2,15.0,91.0,77.0,1.0
83.0,70.2,1009.5,11.2,8.7,15.0,93.9,73.9,0.0
76.5,66.4,1012.3,10.6,7.9,14.0,86.0,72.0,1.0
77.1,66.4,1012.8,11.1,3.1,7.0,90.0,66.9,1.0
74.8,62.0,1017.9,11.1,5.0,11.1,88.0,68.0,1.0
81.1,67.4,1017.3,10.9,2.5,8.9,95.0,68.0,0.0
77.0,67.7,1011.1,10.2,7.2,17.1,86.0,70.0,1.0
75.6,60.5,1011.8,10.8,7.2,12.0,87.1,64.9,1.0
67.3,59.8,1017.0,6.7,1.4,7.0,82.0,57.0,0.0
77.1,69.4,1010.9,9.2,7.3,12.0,84.0,69.1,0.0
75.5,69.8,1009.8,7.2,7.4,12.0,84.0,68.0,1.0
64.8,59.3,1018.5,10.6,7.8,13.0,71.1,60.1,1.0
66.6,60.6,1019.3,9.2,5.0,8.9,73.9,62.1,0.0
76.9,68.3,1017.4,9.7,2.0,6.0,86.0,68.0,0.0
55.9,48.8,1024.8,10.8,6.1,10.1,64.0,48.0,0.0
70.0,66.1,1019.8,6.0,8.6,12.0,77.0,64.9,0.0
61.1,54.4,1021.2,10.2,4.6,8.0,66.0,57.9,1.0
64.0,57.7,1020.1,7.3,4.6,10.1,73.9,55.9,1.0
55.0,41.6,1017.5,10.9,7.9,15.0,68.0,42.1,0.0
64.3,44.4,1019.9,11.0,3.2,7.0,78.1,48.0,0.0
66.6,50.2,1018.2,10.6,5.2,8.0,82.0,53.1,0.0
64.8,54.4,1017.7,10.1,6.9,8.9,75.0,55.9,0.0
69.9,49.2,1016.8,10.8,4.2,8.9,84.0,55.0,0.0
65.3,56.4,1014.3,8.2,3.1,8.0,82.0,51.1,0.0
68.0,58.7,1012.7,10.4,6.8,18.1,81.0,59.0,0.0
56.6,33.7,1023.3,10.9,6.4,12.0,63.0,50.0,0.0
50.6,35.0,1012.3,10.7,9.2,15.9,59.0,45.0,0.0
47.8,39.8,1009.0,6.9,2.5,8.9,57.0,37.9,0.0
53.6,41.3,1007.1,10.4,8.7,15.0,66.9,45.0,0.0
35.9,23.4,1026.6,10.9,11.1,22.0,46.0,30.0,0.0
52.3,44.2,1006.9,9.9,6.6,12.0,66.0,43.0,0.0
46.5,41.5,1013.7,7.3,5.2,14.0,57.9,42.1,1.0
38.4,25.6,1019.5,10.8,7.7,18.1,55.0,30.9,0.0
46.0,26.1,1017.4,10.5,13.8,26.0,53.1,37.0,0.0
28.7,17.0,1024.9,10.8,9.7,20.0,48.0,15.1,0.0
40.4,22.8,1012.6,10.9,1.2,7.0,60.1,28.0,0.0
15.4,5.6,1024.3,10.7,7.6,11.1,19.9,12.0,0.0
0.2,-12.7,1029.6,10.8,5.0,12.0,7.0,-5.1,0.0
-1.1,-13.7,1037.8,10.6,9.3,17.1,8.1,-9.0,0.0
-3.5,-16.3,1038.4,10.2,2.8,6.0,9.0,-11.0,0.0
38.5,27.3,1009.3,10.9,8.7,19.0,46.9,32.0,0.0
12.6,2.9,1039.0,10.8,3.7,10.1,21.9,3.9,0.0
44.1,22.8,1013.4,10.8,13.6,24.1,54.0,34.0,0.0
31.6,17.2,1006.8,10.8,3.6,12.0,45.0,23.0,0.0
22.5,13.0,1015.1,6.8,12.8,18.1,28.9,17.1,0.0
15.8,9.2,1021.1,8.9,0.9,8.9,33.1,3.0,0.0
36.8,27.1,997.1,9.9,3.7,14.0,41.0,34.0,1.0
32.0,22.9,1010.0,9.5,5.5,10.1,39.0,27.0,0.0
19.9,7.3,1024.8,10.9,5.3,18.1,26.1,15.1,0.0
39.1,27.1,1018.0,9.2,6.0,15.9,53.1,26.1,0.0
38.2,27.2,1027.6,8.5,3.4,10.1,51.1,28.9,0.0
32.3,20.2,1007.8,10.4,5.8,13.0,43.0,26.1,0.0
36.0,24.7,1011.4,8.7,8.0,14.0,39.0,34.0,1.0
20.5,13.3,1017.4,8.7,4.2,15.9,37.9,7.0,0.0
22.5,11.6,1024.4,10.4,12.8,15.9,33.1,12.0,0.0
26.2,5.9,1013.2,10.9,7.1,20.0,55.0,10.0,0.0
32.4,16.4,1015.6,10.7,7.9,15.9,51.1,16.0,0.0
47.0,30.1,1002.2,10.2,12.5,19.0,62.1,36.0,1.0
21.5,7.7,1025.1,10.9,8.9,18.1,30.0,16.0,0.0
36.1,26.2,1017.6,9.5,2.8,8.9,45.0,32.0,0.0
41.3,14.2,1015.5,10.9,5.2,18.1,62.1,24.1,0.0
41.4,30.7,1010.0,6.7,13.1,20.0,48.9,37.0,1.0
43.7,31.1,1007.3,10.4,15.3,20.0,54.0,39.0,0.0
30.6,22.6,1013.8,10.4,3.9,12.0,41.0,23.0,0.0
41.5,25.6,1021.3,11.0,3.5,13.0,61.0,27.0,0.0
35.8,24.3,1024.4,9.0,12.6,18.1,46.9,28.9,1.0
36.0,17.9,1026.8,10.9,15.2,22.0,46.9,30.0,0.0
54.9,46.8,1004.9,9.2,9.6,18.1,68.0,46.9,1.0
67.0,39.7,1007.8,11.1,5.8,17.1,89.1,50.0,0.0
56.0,51.5,1010.2,8.5,10.0,15.0,69.1,48.0,1.0
57.1,46.7,1014.9,8.6,11.5,19.0,71.1,48.9,0.0
50.2,43.5,997.7,9.5,8.5,22.9,55.9,46.0,1.0
60.9,49.9,1008.4,9.5,9.4,22.0,77.0,51.1,0.0
70.9,52.2,999.3,10.6,18.0,22.9,77.0,64.0,1.0
63.2,46.0,1014.6,11.0,1.9,8.0,78.1,46.0,0.0
60.8,46.1,1019.5,10.9,6.4,15.0,77.0,46.9,0.0
77.6,57.9,1016.3,10.9,11.2,15.9,90.0,66.0,0.0
77.4,59.1,1011.0,10.6,11.4,15.9,86.0,68.0,1.0
70.9,62.6,1013.4,9.8,10.7,18.1,86.0,64.9,1.0
62.0,49.4,1017.4,11.0,3.9,12.0,68.0,55.9,0.0
62.9,43.6,1014.8,11.3,3.4,8.0,80.1,50.0,0.0
70.8,61.6,1006.4,10.7,9.3,15.9,81.0,63.0,1.0
64.4,61.5,1014.2,9.3,6.6,14.0,75.0,60.1,1.0
69.2,61.5,1011.1,10.0,6.5,10.1,75.0,62.1,1.0
74.8,62.3,1005.0,10.3,2.8,8.9,87.1,64.0,0.0
70.0,55.2,1012.7,10.8,8.4,15.0,80.1,61.0,0.0
74.3,58.1,1020.2,10.1,5.6,13.0,84.0,64.0,0.0
75.8,60.8,1015.2,10.5,5.8,15.9,84.0,68.0,0.0
76.4,63.4,1011.8,10.1,11.4,18.1,88.0,69.1,1.0
77.8,66.3,1013.1,11.0,1.0,6.0,87.1,69.1,0.0
